ClassKind,icd11Code,icd11Title,icd11TTDalias,isLeaf,MeSHDiseaseID,MeSHDiseaseTerm,HSDNCount,TTDTitle,TTDDrugCount,DrugPresentInBlock,icd10Code,icd10Chapter,icd10Title
category,BD50.1,- - - Ascending aorta dissection not beyond arch,,False,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.10,- - - - Ascending aorta dissection not beyond arch with perforation,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.11,- - - - Ascending aorta dissection not beyond arch with rupture,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.12,- - - - Ascending aorta dissection not beyond arch without mention of perforation or rupture,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.1Y,- - - - Other specified ascending aorta dissection not beyond arch,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.1Z,"- - - - Ascending aorta dissection not beyond arch, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.2,- - - Descending aorta dissection and distal propagation,,False,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.20,- - - - Descending aorta dissection and distal propagation with perforation,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.21,- - - - Descending aorta dissection and distal propagation with rupture,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.22,- - - - Descending aorta dissection and distal propagation without mention of perforation or rupture,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.2Y,- - - - Other specified descending aorta dissection and distal propagation,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.2Z,"- - - - Descending aorta dissection and distal propagation, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.3,- - - Thoracic aortic aneurysm,,False,D017545,"Aortic Aneurysm, Thoracic",,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.30,- - - - Thoracic aortic aneurysm with perforation,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.31,- - - - Thoracic aortic aneurysm with rupture,,True,,,,,,,I71.1,IX,"Thoracic aortic aneurysm, ruptured"
category,BD50.32,- - - - Thoracic aortic aneurysm without mention of perforation or rupture,,True,,,,,,,I71.2,IX,"Thoracic aortic aneurysm, without mention of rupture"
category,BD50.3Y,- - - - Other specified thoracic aortic aneurysm,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.3Z,"- - - - Thoracic aortic aneurysm, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.4,- - - Abdominal aortic aneurysm,,False,D017544,"Aortic Aneurysm, Abdominal",,,,,I71.4,IX,"Abdominal aortic aneurysm, without mention of rupture"
category,BD50.40,- - - - Abdominal aortic aneurysm with perforation,,True,,,,,,,I71.4,IX,"Abdominal aortic aneurysm, without mention of rupture"
category,BD50.41,- - - - Abdominal aortic aneurysm with rupture,,True,,,,,,,I71.3,IX,"Abdominal aortic aneurysm, ruptured"
category,BD50.4Y,- - - - Other specified abdominal aortic aneurysm,,True,,,,,,,I71.4,IX,"Abdominal aortic aneurysm, without mention of rupture"
category,BD50.4Z,"- - - - Abdominal aortic aneurysm, unspecified",,True,,,,,,,I71.4,IX,"Abdominal aortic aneurysm, without mention of rupture"
category,BD50.5,- - - Thoracoabdominal aortic aneurysm,,False,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.50,- - - - Thoracoabdominal aortic aneurysm with perforation,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.51,- - - - Thoracoabdominal aortic aneurysm with rupture,,True,,,,,,,I71.5,IX,"Thoracoabdominal aortic aneurysm, ruptured"
category,BD50.52,- - - - Thoracoabdominal aortic aneurysm without mention of perforation or rupture,,True,,,,,,,I71.6,IX,"Thoracoabdominal aortic aneurysm, without mention of rupture"
category,BD50.5Y,- - - - Other specified thoracoabdominal aortic aneurysm,,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.5Z,"- - - - Thoracoabdominal aortic aneurysm, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD50.Z,"- - - Aortic aneurysm or dissection, unspecified",,True,,,,,,,I71,IX,Aortic aneurysm and dissection
category,BD51,"- - Arterial aneurysm or dissection, excluding aorta",,False,,,,,,,I72,IX,Other aneurysm and dissection
category,BD51.0,- - - Aneurysm or dissection of carotid artery,,True,D020215,"Carotid Artery, Internal, Dissection",,,,,I72.0,IX,Aneurysm and dissection of carotid artery
category,BD51.1,- - - Aneurysm or dissection of vertebral artery,,True,D020217,Vertebral Artery Dissection,,,,,I72.6,IX,Aneurysm and dissection of vertebral artery
category,BD51.2,- - - Aneurysm or dissection of other precerebral arteries,,True,,,,,,,I72.5,IX,Aneurysm and dissection of other precerebral arteries
category,BD51.3,- - - Aneurysm or dissection of artery of upper extremity,,True,,,,,,,I72.1,IX,Aneurysm and dissection of artery of upper extremity
category,BD51.4,- - - Aneurysm or dissection of renal artery,,True,,,,,,,I72.2,IX,Aneurysm and dissection of renal artery
category,BD51.5,- - - Aneurysm or dissection of iliac artery,,True,,,,,,,I72.3,IX,Aneurysm and dissection of iliac artery
category,BD51.6,- - - Aneurysm or dissection of artery of lower extremity,,True,,,,,,,I72.4,IX,Aneurysm and dissection of artery of lower extremity
category,BD51.Y,"- - - Aneurysm and dissection of other artery, excluding aorta",,True,,,,,,,I72.8,IX,Aneurysm and dissection of other specified arteries
category,BD51.Z,- - - Aneurysm and dissection of unspecified artery,,True,,,,,,,I72,IX,Other aneurysm and dissection
category,BD52,- - Certain specified disorders of arteries or arterioles,,False,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.0,- - - Segmental arterial mediolysis,,True,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.1,"- - - Arteriovenous fistula, acquired",,True,D001164,Arteriovenous Fistula,,,,,I77.0,IX,"Arteriovenous fistula, acquired"
category,BD52.2,- - - Stricture of artery,,True,,,,,,,I77.1,IX,Stricture of artery
category,BD52.3,- - - Rupture of artery,,True,,,,,,,I77.2,IX,Rupture of artery
category,BD52.4,- - - Necrosis of artery,,True,,,,,,,I77.5,IX,Necrosis of artery
category,BD52.5,- - - Coeliac artery compression syndrome,,True,,,,,,,I77.4,IX,Coeliac artery compression syndrome
category,BD52.6,- - - Congenital great vessel related acquired abnormality,,True,,,,,,,I97.8,IX,"Other postprocedural disorders of circulatory system, not elsewhere classified"
category,BD52.7,- - - Certain acquired abnormalities of aorta,,False,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.70,- - - - Acquired abnormality of aortic arch branch,,True,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.71,- - - - Acquired ascending aorta or root dilation,,True,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.7Y,- - - - Other specified certain acquired abnormalities of aorta,,True,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.7Z,"- - - - Certain acquired abnormalities of aorta, unspecified",,True,,,,,,,I77,IX,Other disorders of arteries and arterioles
category,BD52.Y,- - - Other specified disorders of arteries or arterioles,,True,,,,,,,I77.8,IX,Other specified disorders of arteries and arterioles
category,BD53,- - Secondary disorders of arteries and arterioles,,False,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.0,- - - Arterial cystic medial diseases,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.1,- - - Hypothenar hammer syndrome,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.2,- - - Iliac artery arteriopathy,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.3,- - - Popliteal entrapment syndrome,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.4,- - - Cholesterol atheroembolism,,False,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.40,- - - - Cholesterol atheroembolism to kidneys,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.4Y,- - - - Cholesterol atheroembolism to other specified sites,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.4Z,- - - - Cholesterol atheroembolism to unspecified site,,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.Y,- - - Other specified secondary disorders of arteries and arterioles,,True,,,,,,,I79.8,IX,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD53.Z,"- - - Secondary disorders of arteries and arterioles, unspecified",,True,,,,,,,I79,IX,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
category,BD54,- - Diabetic foot ulcer,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD55,- - Asymptomatic stenosis of intracranial or extracranial artery,,True,,,,,,,I65,IX,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
category,BD56,- - Asymptomatic occlusion of intracranial or extracranial artery,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD5Y,- - Other specified diseases of arteries or arterioles,,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
category,BD5Z,"- - Diseases of arteries or arterioles, unspecified",,True,,,,,,,I70-I79,IX,"Diseases of arteries, arterioles and capillaries"
block,BD70-BD7Z,- Diseases of veins,,False,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD70,- - Superficial thrombophlebitis,,False,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD70.0,- - - Superficial thrombophlebitis of lower limbs,,True,,,,,,,I80.0,IX,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
category,BD70.1,- - - Superficial thrombophlebitis of upper limbs,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD70.2,- - - Thrombophlebitis migrans,,True,,,,,,,I82.1,IX,Thrombophlebitis migrans
category,BD70.3,- - - Mondor disease,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD70.Y,- - - Other specified superficial thrombophlebitis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD70.Z,"- - - Superficial thrombophlebitis, unspecified",,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71,- - Deep vein thrombosis,,False,D020246,Venous Thrombosis,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71.0,- - - Upper limb deep vein thrombosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71.1,- - - Vena caval thrombosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71.2,- - - Renal vein thrombosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71.3,- - - Iliac vein thrombosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD71.4,- - - Lower limb deep vein thrombosis,,True,,,,,,,I80.2,IX,Phlebitis and thrombophlebitis of other deep vessels of lower extremities
category,BD71.Y,- - - Other specified deep vein thrombosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD72,- - Venous thromboembolism,,True,D054556,Venous Thromboembolism,,,,,I82.9,IX,Embolism and thrombosis of unspecified vein
category,BD73,- - Acquired systemic vein abnormality,,False,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.0,- - - Acquired inferior caval vein abnormality,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.1,- - - Acquired superior caval vein abnormality,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.2,- - - Systemic vein obstruction,,False,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.20,- - - - Obstruction of peripheral vein,,True,,,,,,,I87.1,IX,Compression of vein
category,BD73.21,- - - - Obstruction of visceral vein,,True,,,,,,,I87.1,IX,Compression of vein
category,BD73.2Y,- - - - Other specified systemic vein obstruction,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.2Z,"- - - - Systemic vein obstruction, unspecified",,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.3,- - - Acquired coronary sinus abnormality,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.Y,- - - Other specified acquired systemic vein abnormality,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD73.Z,"- - - Acquired systemic vein abnormality, unspecified",,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD74,- - Chronic peripheral venous insufficiency of lower extremities,,False,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD74.0,- - - Uncomplicated lower limb venous hypertension,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD74.1,- - - Lower limb varicose veins,,False,D014648,Varicose Veins,,,,,I83,IX,Varicose veins of lower extremities
category,BD74.10,- - - - Varicose veins with great saphenous reflux,,True,,,,,,,I83,IX,Varicose veins of lower extremities
category,BD74.11,- - - - Varicose veins with small saphenous reflux,,True,,,,,,,I83,IX,Varicose veins of lower extremities
category,BD74.12,- - - - Varicose veins with non-truncal reflux,,True,,,,,,,I83,IX,Varicose veins of lower extremities
category,BD74.1Z,"- - - - Lower limb varicose veins, not further specified",,True,,,,,,,I83,IX,Varicose veins of lower extremities
category,BD74.2,- - - Lipodermatosclerosis,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD74.3,- - - Venous leg ulcer,,False,,,,,,,I83.0,IX,Varicose veins of lower extremities with ulcer
category,BD74.30,- - - - Primary venous leg ulcer,,True,,,,,,,I83.0,IX,Varicose veins of lower extremities with ulcer
category,BD74.31,- - - - Recurrent venous leg ulcer,,True,,,,,,,I83.0,IX,Varicose veins of lower extremities with ulcer
category,BD74.32,- - - - Healed venous leg ulcer,,True,,,,,,,I83.0,IX,Varicose veins of lower extremities with ulcer
category,BD74.3Z,"- - - - Venous leg ulcer, unspecified",,True,,,,,,,I83.0,IX,Varicose veins of lower extremities with ulcer
category,BD74.Z,"- - - Chronic peripheral venous insufficiency of lower extremities, unspecified",,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD75,- - Venous varicosities of sites other than lower extremity,,False,,,,,,,I86,IX,Varicose veins of other sites
category,BD75.0,- - - Sublingual varices,,True,,,,,,,I86.0,IX,Sublingual varices
category,BD75.1,- - - Scrotal varices,,True,,,,,,,I86.1,IX,Scrotal varices
category,BD75.2,- - - Vulval varices,,True,,,,,,,I86.3,IX,Vulval varices
category,BD75.3,- - - Pelvic varices,,True,,,,,,,I86.2,IX,Pelvic varices
category,BD75.Y,- - - Venous varicosities of other specified sites,,True,,,,,,,I86.8,IX,Varicose veins of other specified sites
category,BD75.Z,- - - Venous varicosities of unspecified site,,True,,,,,,,I86,IX,Varicose veins of other sites
category,BD7Y,- - Other specified diseases of veins,,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
category,BD7Z,"- - Diseases of veins, unspecified",,True,,,,,,,I80-I89,IX,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
,,,,,,,,,,,,,
chapter,7A00-7B2Z,Sleep-wake disorders,,False,D012893,Sleep Disorders,151,Sleep-wake disorder,1,1,F51.9,V,"Nonorganic sleep disorder, unspecified"
block,7A40-7A4Z,- Sleep-related breathing disorders,,False,,,0,,0,1,G47.3,VI,Sleep apnoea
category,7A40,- - Central sleep apnoeas,,False,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.0,- - - Primary central sleep apnoea,,True,D020182,"Sleep Apnea, Central",43,,0,0,G47.3,VI,Sleep apnoea
category,7A40.1,- - - Primary central sleep apnoea of infancy,,True,,,0,,0,0,P28.3,XVI,Primary sleep apnoea of newborn
category,7A40.2,- - - Primary central sleep apnoea of prematurity,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.3,- - - Central sleep apnoea due to a medical condition with Cheyne-Stokes breathing,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.4,- - - Central sleep apnoea due to a medical condition without Cheyne-Stokes breathing,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.5,- - - Central sleep apnoea due to high-altitude periodic breathing,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.6,- - - Central sleep apnoea due to a medication or substance,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.7,- - - Treatment-emergent central sleep apnoea,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.Y,- - - Other specified central sleep apnoeas,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A40.Z,"- - - Central sleep apnoeas, unspecified",,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A41,- - Obstructive sleep apnoea,,True,D020181,"Sleep Apnea, Obstructive",94,,0,0,G47.3,VI,Sleep apnoea
category,7A42,- - Sleep-related hypoventilation or hypoxemia disorders,,False,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.0,- - - Obesity hypoventilation syndrome,,True,,,0,,0,0,E66.2,IV,Extreme obesity with alveolar hypoventilation
category,7A42.1,- - - Congenital central alveolar sleep-related hypoventilation,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.2,- - - Non-congenital central hypoventilation with hypothalamic abnormalities,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.3,- - - Idiopathic central alveolar hypoventilation,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.4,- - - Sleep-related hypoventilation due to a medication or substance,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.5,- - - Sleep-related hypoventilation due to medical condition,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.6,- - - Sleep-related hypoxemia due to a medical condition,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.Y,- - - Other specified sleep-related hypoventilation or hypoxemia disorders,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A42.Z,"- - - Sleep-related hypoventilation or hypoxemia disorders, unspecified",,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A4Y,- - Other specified sleep-related breathing disorders,,True,,,0,,0,0,G47.3,VI,Sleep apnoea
category,7A4Z,"- - Sleep-related breathing disorders, unspecified",7A00-7B2Z,True,D012893,Sleep Disorders,0,Chronic breathing disorder,1,0,G47.3,VI,Sleep apnoea
,,,,,,,,,,,,,
chapter,2A00-2F9Z,Neoplasms,,False,D009382,"Neoplasms, Unknown Primary",51,Solid tumour/cancer,103,1,,,
block,2B50-2E2Z,"- Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,1,,,
block,2B50-2D3Z,"- - Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",,False,,,0,,0,1,C00-C75,II,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue"
block,2C20-2C2Z,"- - - Malignant neoplasms of middle ear, respiratory or intrathoracic organs",,False,,,0,,0,1,C00-C75,II,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue"
category,2C22,- - - - Malignant neoplasms of accessory sinuses,,False,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.0,- - - - - Adenocarcinoma of accessory sinuses,,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.1,- - - - - Squamous cell carcinoma of accessory sinuses,,False,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.10,- - - - - - Squamous cell carcinoma of sphenoidal sinus,,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.1Y,- - - - - - Squamous cell carcinoma of other specified accessory sinuses,,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.2,"- - - - - Malignant epithelial neoplasms of accessory sinuses, unspecified type",,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.3,- - - - - Melanomas of accessory sinuses,,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C22.Y,- - - - - Other specified malignant neoplasms of accessory sinuses,,True,,,0,,0,0,C31.8,II,Malignant neoplasm: Overlapping lesion of accessory sinuses
category,2C22.Z,"- - - - - Malignant neoplasms of accessory sinuses, unspecified",,True,,,0,,0,0,C31,II,Malignant neoplasm of accessory sinuses
category,2C23,- - - - Malignant neoplasms of larynx,,False,D007822,Laryngeal Neoplasms,68,,0,0,C32,II,Malignant neoplasm of larynx
category,2C23.1,- - - - - Malignant neoplasms of glottis of larynx,,False,,,0,,0,0,C32.0,II,Malignant neoplasm: Glottis
category,2C23.10,"- - - - - - Squamous cell carcinoma of larynx, glottis",,True,,,0,,0,0,C32.0,II,Malignant neoplasm: Glottis
category,2C23.1Y,"- - - - - - Other specified malignant neoplasms of larynx, glottis",,True,,,0,,0,0,C32.0,II,Malignant neoplasm: Glottis
category,2C23.2,- - - - - Malignant neoplasms of supraglottis of larynx,,False,,,0,,0,0,C32.1,II,Malignant neoplasm: Supraglottis
category,2C23.20,"- - - - - - Squamous cell carcinoma of larynx, supraglottis",,True,,,0,,0,0,C32.1,II,Malignant neoplasm: Supraglottis
category,2C23.2Y,"- - - - - - Other specified malignant neoplasms of larynx, supraglottis",,True,,,0,,0,0,C32.1,II,Malignant neoplasm: Supraglottis
category,2C23.3,- - - - - Malignant neoplasms of subglottis of larynx,,False,,,0,,0,0,C32.2,II,Malignant neoplasm: Subglottis
category,2C23.30,"- - - - - - Squamous cell carcinoma of larynx, subglottis",,True,,,0,,0,0,C32.2,II,Malignant neoplasm: Subglottis
category,2C23.31,"- - - - - - Adenocarcinoma of larynx, subglottis",,True,,,0,,0,0,C32.2,II,Malignant neoplasm: Subglottis
category,2C23.3Y,"- - - - - - Other specified malignant neoplasms of larynx, subglottis",,True,,,0,,0,0,C32.2,II,Malignant neoplasm: Subglottis
category,2C23.4,- - - - - Malignant neoplasm of laryngeal cartilage,,True,,,0,,0,0,C32,II,Malignant neoplasm of larynx
category,2C23.5,- - - - - Malignant neoplasm of overlapping lesion of larynx,,True,,,0,,0,0,C32,II,Malignant neoplasm of larynx
category,2C23.Z,"- - - - - Malignant neoplasms of larynx, unspecified",,True,,,0,,0,0,C32,II,Malignant neoplasm of larynx
category,2C24,- - - - Malignant neoplasms of trachea,,False,D014134,Tracheal Neoplasms,17,,0,0,C33,II,Malignant neoplasm of trachea
category,2C24.0,- - - - - Adenocarcinoma of trachea,,True,,,0,,0,0,C33,II,Malignant neoplasm of trachea
category,2C24.1,- - - - - Squamous cell carcinoma of trachea,,True,,,0,,0,0,C33,II,Malignant neoplasm of trachea
category,2C24.2,"- - - - - Malignant epithelial neoplasms of trachea, unspecified type",,True,,,0,,0,0,C33,II,Malignant neoplasm of trachea
category,2C24.Y,- - - - - Other specified malignant neoplasms of trachea,,True,,,0,,0,0,C33,II,Malignant neoplasm of trachea
category,2C24.Z,"- - - - - Malignant neoplasms of trachea, unspecified",,True,,,0,,0,0,C33,II,Malignant neoplasm of trachea
category,2C25,- - - - Malignant neoplasms of bronchus or lung,,False,D008175,Lung Neoplasms,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.0,- - - - - Adenocarcinoma of bronchus or lung,2C25,True,D008175,Lung Neoplasms,175,Lung cancer,3,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.1,- - - - - Small cell carcinoma of bronchus or lung,,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.2,- - - - - Squamous cell carcinoma of bronchus or lung,,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.3,- - - - - Large cell carcinoma of bronchus or lung,,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.4,- - - - - Carcinoid or other malignant neuroendocrine neoplasms of bronchus or lung,,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.5,- - - - - Unspecified malignant epithelial neoplasm of bronchus or lung,,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C25.Y,- - - - - Other specified malignant neoplasms of bronchus or lung,2C25,True,D008175,Lung Neoplasms,0,Small-cell lung cancer,14,0,C34.8,II,Malignant neoplasm: Overlapping lesion of bronchus and lung
category,2C25.Z,"- - - - - Malignant neoplasms of bronchus or lung, unspecified",,True,,,0,,0,0,C34,II,Malignant neoplasm of bronchus and lung
category,2C26,- - - - Malignant neoplasms of the pleura,,False,D010997,Pleural Neoplasms,0,,0,0,C38.4,II,Malignant neoplasm: Pleura
category,2C26.0,- - - - - Mesothelioma of pleura,2C26,True,D010997,Pleural Neoplasms,45,Malignant pleural mesothelioma,1,0,C45.0,II,Mesothelioma of pleura
category,2C26.Y,- - - - - Other specified malignant neoplasms of the pleura,,True,,,0,,0,0,C38.4,II,Malignant neoplasm: Pleura
category,2C26.Z,"- - - - - Malignant neoplasms of the pleura, unspecified",,True,,,0,,0,0,C38.4,II,Malignant neoplasm: Pleura
block,2B60-2B6Z,"- - - Malignant neoplasms of lip, oral cavity or pharynx",,False,,,0,,0,0,C00-C14,II,"Malignant neoplasms of lip, oral cavity and pharynx"
category,2B6A,- - - - Malignant neoplasms of oropharynx,,False,D009959,Oropharyngeal Neoplasms,26,,0,0,C10,II,Malignant neoplasm of oropharynx
category,2B6A.0,- - - - - Squamous cell carcinoma of oropharynx,,True,,,0,,0,0,C10,II,Malignant neoplasm of oropharynx
category,2B6A.Y,- - - - - Other specified malignant neoplasms of oropharynx,,True,,,0,,0,0,C10.8,II,Malignant neoplasm: Overlapping lesion of oropharynx
category,2B6A.Z,"- - - - - Malignant neoplasms of oropharynx, unspecified",,True,,,0,,0,0,C10,II,Malignant neoplasm of oropharynx
category,2B6B,- - - - Malignant neoplasms of nasopharynx,,False,D009303,Nasopharyngeal Neoplasms,90,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.0,- - - - - Squamous cell carcinoma of nasopharynx,,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.1,"- - - - - Malignant epithelial neoplasms of nasopharynx, unspecified type",,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.2,- - - - - Malignant neoplasms of pharyngeal tonsil,,False,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
category,2B6B.20,- - - - - - Squamous cell carcinoma of pharyngeal tonsil,,True,,,0,,0,0,C11,II,Malignant neoplasm of nasopharynx
