MeSH Disease ID	MeSH Disease Term
D012751	Sezary Syndrome
D038642	Shaken Baby Syndrome
D012753	Shared Paranoid Disorder
D057096	Shellfish Poisoning
D012769	Shock
D012770	Shock, Cardiogenic
D012771	Shock, Hemorrhagic
D012772	Shock, Septic
D012773	Shock, Surgical
D012774	Shock, Traumatic
D012778	Short Bowel Syndrome
D012779	Short Rib-Polydactyly Syndrome
D012783	Shoulder Dislocation
D012784	Shoulder Fractures
D019534	Shoulder Impingement Syndrome
D020069	Shoulder Pain
D012790	Shwartzman Phenomenon
D012791	Shy-Drager Syndrome
D012793	Sialadenitis
D029461	Sialic Acid Storage Disease
D012797	Sialometaplasia, Necrotizing
D012798	Sialorrhea
D018877	Sick Building Syndrome
D012804	Sick Sinus Syndrome
D012805	Sickle Cell Trait
D012806	Siderosis
D012810	Sigmoid Diseases
D012811	Sigmoid Neoplasms
D012829	Silicosis
D012830	Silicotuberculosis
D012832	Silo Filler's Disease
D056730	Silver-Russell Syndrome
D016097	Simian Acquired Immunodeficiency Syndrome
D058529	Single Umbilical Artery
D012848	Sinoatrial Block
D054138	Sinus Arrest, Cardiac
D020779	Sinus Pericranii
D012851	Sinus Thrombosis, Intracranial
D012852	Sinusitis
D012857	Situs Inversus
D012859	Sjogren's Syndrome
D016111	Sjogren-Larsson Syndrome
D012868	Skin Abnormalities
D012871	Skin Diseases
D017192	Skin Diseases, Bacterial
D017443	Skin Diseases, Eczematous
D012873	Skin Diseases, Genetic
D012874	Skin Diseases, Infectious
D012875	Skin Diseases, Metabolic
D017444	Skin Diseases, Papulosquamous
D012876	Skin Diseases, Parasitic
D017445	Skin Diseases, Vascular
D012872	Skin Diseases, Vesiculobullous
D017193	Skin Diseases, Viral
D012878	Skin Neoplasms
D012883	Skin Ulcer
D019292	Skull Base Neoplasms
D020205	Skull Fracture, Basilar
D020204	Skull Fracture, Depressed
D012887	Skull Fractures
D012888	Skull Neoplasms
D012891	Sleep Apnea Syndromes
D020182	Sleep Apnea, Central
D020181	Sleep Apnea, Obstructive
D020921	Sleep Arousal Disorders
D020186	Sleep Bruxism
D012892	Sleep Deprivation
D012893	Sleep Disorders
D020178	Sleep Disorders, Circadian Rhythm
D020919	Sleep Disorders, Intrinsic
D007319	Sleep Initiation and Maintenance Disorders
D020188	Sleep Paralysis
D020922	Sleep-Wake Transition Disorders
D056124	Slit Ventricle Syndrome
D012897	Slow Virus Diseases
D055752	Small Cell Lung Carcinoma
D012899	Smallpox
D019082	Smith-Lemli-Opitz Syndrome
D058496	Smith-Magenis Syndrome
D015208	Smoke Inhalation Injury
D018235	Smooth Muscle Tumor
D012909	Snake Bites
D018860	Sneddon Syndrome
D018461	Soft Tissue Infections
D017695	Soft Tissue Injuries
D012983	Soft Tissue Neoplasms
D054363	Solitary Fibrous Tumor, Pleural
D054364	Solitary Fibrous Tumors
D003074	Solitary Pulmonary Nodule
D013001	Somatoform Disorders
D020886	Somatosensory Disorders
D013005	Somatostatinoma
D013009	Somnambulism
D013031	Sparganosis
D013035	Spasm
D013036	Spasms, Infantile
D015419	Spastic Paraplegia, Hereditary
D013064	Speech Disorders
D013086	Spermatic Cord Torsion
D013088	Spermatocele
D015524	Sphenoid Sinusitis
D013103	Spherocytosis, Hereditary
D046628	Sphincter of Oddi Dysfunction
D013106	Sphingolipidoses
D016137	Spina Bifida Cystica
D016136	Spina Bifida Occulta
D013117	Spinal Cord Compression
D013118	Spinal Cord Diseases
D013119	Spinal Cord Injuries
D020760	Spinal Cord Ischemia
D013120	Spinal Cord Neoplasms
D020758	Spinal Cord Vascular Diseases
D013121	Spinal Curvatures
D013122	Spinal Diseases
D016135	Spinal Dysraphism
D016103	Spinal Fractures
D013124	Spinal Injuries
D014897	Spinal Muscular Atrophies of Childhood
D013125	Spinal Neoplasms
D055035	Spinal Osteochondrosis
D013128	Spinal Osteophytosis
D013130	Spinal Stenosis
D020754	Spinocerebellar Ataxias
D013132	Spinocerebellar Degenerations
D013145	Spirochaetales Infections
D017205	Spirurida Infections
D013158	Splenic Diseases
D013159	Splenic Infarction
D013160	Splenic Neoplasms
D013161	Splenic Rupture
D013163	Splenomegaly
D017890	Splenosis
D025241	Spondylarthritis
D025242	Spondylarthropathies
D013166	Spondylitis
D013167	Spondylitis, Ankylosing
D013168	Spondylolisthesis
D013169	Spondylolysis
D055009	Spondylosis
D013174	Sporotrichosis
D013180	Sprains and Strains
D013182	Sprue, Tropical
D013202	Staphylococcal Food Poisoning
D013203	Staphylococcal Infections
D013206	Staphylococcal Scalded Skin Syndrome
D013207	Staphylococcal Skin Infections
D013217	Starvation
D013224	Status Asthmaticus
D013226	Status Epilepticus
D013231	Steatitis
D045602	Steatorrhea
D019956	Stereotypic Movement Disorder
D043202	Steroid Metabolism, Inborn Errors
D013262	Stevens-Johnson Syndrome
D016750	Stiff-Person Syndrome
D016706	Still's Disease, Adult-Onset
D013272	Stomach Diseases
D013274	Stomach Neoplasms
D013275	Stomach Rupture
D013276	Stomach Ulcer
D013277	Stomach Volvulus
D013280	Stomatitis
D013281	Stomatitis, Aphthous
D013282	Stomatitis, Denture
D013283	Stomatitis, Herpetic
D013285	Strabismus
D013290	Streptococcal Infections
D013313	Stress Disorders, Post-Traumatic
D040921	Stress Disorders, Traumatic
D040701	Stress Disorders, Traumatic, Acute
D020955	Striatonigral Degeneration
D020521	Stroke
D013319	Strongyle Infections, Equine
D017206	Strongylida Infections
D013322	Strongyloidiasis
D013330	Struma Ovarii
D053608	Stupor
D013341	Sturge-Weber Syndrome
D013342	Stuttering
D052879	Subacute Combined Degeneration
D013344	Subacute Sclerosing Panencephalitis
D013345	Subarachnoid Hemorrhage
D020206	Subarachnoid Hemorrhage, Traumatic
D013349	Subclavian Steal Syndrome
D013352	Subcutaneous Emphysema
D013353	Subdural Effusion
D013362	Sublingual Gland Neoplasms
D013364	Submandibular Gland Diseases
D013365	Submandibular Gland Neoplasms
D013369	Subphrenic Abscess
D015819	Substance Abuse, Intravenous
D013375	Substance Withdrawal Syndrome
D019966	Substance-Related Disorders
D013398	Sudden Infant Death
D013436	Sulfhemoglobinemia
D013471	Sunburn
D013474	Sunstroke
D015163	Superinfection
D013478	Superior Mesenteric Artery Syndrome
D013479	Superior Vena Cava Syndrome
D013492	Suppuration
D013494	Supranuclear Palsy, Progressive
D015173	Supratentorial Neoplasms
D013529	Surgical Wound Dehiscence
D013530	Surgical Wound Infection
D055955	Susac Syndrome
D013540	Swayback
D013543	Sweat Gland Diseases
D013544	Sweat Gland Neoplasms
D013547	Sweating, Gustatory
D016463	Sweet Syndrome
D013554	Swine Erysipelas
D013575	Syncope
D019462	Syncope, Vasovagal
D013576	Syndactyly
D013577	Syndrome
D046608	Synkinesis
D013580	Synostosis
D013581	Synovial Cyst
D013585	Synovitis
D013586	Synovitis, Pigmented Villonodular
D013587	Syphilis
D013589	Syphilis, Cardiovascular
D013590	Syphilis, Congenital
D013591	Syphilis, Cutaneous
D013592	Syphilis, Latent
D018252	Syringoma
D013595	Syringomyelia
D018746	Systemic Inflammatory Response Syndrome
D056647	Systemic Vasculitis
D018344	T-Lymphocytopenia, Idiopathic CD4-Positive
D057177	TDP-43 Proteinopathies
D013606	Tabes Dorsalis
D013610	Tachycardia
D013611	Tachycardia, Atrioventricular Nodal Reentry
D013612	Tachycardia, Ectopic Atrial
D013613	Tachycardia, Ectopic Junctional
D013614	Tachycardia, Paroxysmal
D054139	Tachycardia, Reciprocating
D013615	Tachycardia, Sinoatrial Nodal Reentry
D013616	Tachycardia, Sinus
D013617	Tachycardia, Supraventricular
D017180	Tachycardia, Ventricular
D013622	Taeniasis
D013625	Takayasu Arteritis
D054549	Takotsubo Cardiomyopathy
D013631	Tangier Disease
D052958	Tarlov Cysts
D013641	Tarsal Tunnel Syndrome
D013651	Taste Disorders
D024801	Tauopathies
D013661	Tay-Sachs Disease
D013683	Telangiectasia, Hereditary Hemorrhagic
D013684	Telangiectasis
D013705	Temporomandibular Joint Disorders
D013706	Temporomandibular Joint Dysfunction Syndrome
D052256	Tendinopathy
D053682	Tendon Entrapment
D013708	Tendon Injuries
D013716	Tennis Elbow
D013717	Tenosynovitis
D018781	Tension-Type Headache
D018243	Teratocarcinoma
D013724	Teratoma
D013733	Testicular Diseases
D006848	Testicular Hydrocele
D013736	Testicular Neoplasms
D013742	Tetanus
D013746	Tetany
D013771	Tetralogy of Fallot
D058670	Tetrasomy
D013786	Thalamic Diseases
D013789	Thalassemia
D013796	Thanatophoric Dysplasia
D013798	Thecoma
D013801	Theileriasis
D013832	Thiamine Deficiency
D013896	Thoracic Diseases
D013898	Thoracic Injuries
D013899	Thoracic Neoplasms
D013901	Thoracic Outlet Syndrome
D013915	Thrombasthenia
D013919	Thromboangiitis Obliterans
D013920	Thrombocythemia, Essential
D013921	Thrombocytopenia
D054098	Thrombocytopenia, Neonatal Alloimmune
D013922	Thrombocytosis
D013923	Thromboembolism
D019851	Thrombophilia
D013924	Thrombophlebitis
D013927	Thrombosis
D057049	Thrombotic Microangiopathies
D013945	Thymoma
D013952	Thymus Hyperplasia
D013953	Thymus Neoplasms
D013955	Thyroglossal Cyst
D013958	Thyroid Crisis
D013959	Thyroid Diseases
D018382	Thyroid Hormone Resistance Syndrome
D013964	Thyroid Neoplasms
D016606	Thyroid Nodule
D013966	Thyroiditis
D013967	Thyroiditis, Autoimmune
D013968	Thyroiditis, Subacute
D013969	Thyroiditis, Suppurative
D013971	Thyrotoxicosis
D013978	Tibial Fractures
D020429	Tibial Neuropathy
D013981	Tic Disorders
D013984	Tick Infestations
D013985	Tick Paralysis
D013986	Tick Toxicoses
D017282	Tick-Borne Diseases
D020323	Tics
D013991	Tietze's Syndrome
D014005	Tinea
D014006	Tinea Capitis
D014007	Tinea Favosa
D014008	Tinea Pedis
D014010	Tinea Versicolor
D014012	Tinnitus
D000267	Tissue Adhesions
D014029	Tobacco Use Disorder
D014036	Togaviridae Infections
D020333	Tolosa-Hunt Syndrome
D014060	Tongue Diseases
D014062	Tongue Neoplasms
D014063	Tongue, Fissured
D014064	Tongue, Hairy
D015845	Tonic Pupil
D014067	Tonsillar Neoplasms
D014069	Tonsillitis
D014071	Tooth Abnormalities
D014072	Tooth Abrasion
D020254	Tooth Ankylosis
D019217	Tooth Attrition
D014084	Tooth Avulsion
D017001	Tooth Demineralization
D014075	Tooth Discoloration
D014076	Tooth Diseases
D014077	Tooth Erosion
D014079	Tooth Eruption, Ectopic
D014082	Tooth Fractures
D018677	Tooth Injuries
D016388	Tooth Loss
D014085	Tooth Migration
D014086	Tooth Mobility
D014091	Tooth Resorption
D057085	Tooth Wear
D014095	Tooth, Impacted
D019553	Tooth, Nonvital
D014096	Tooth, Supernumerary
D014097	Tooth, Unerupted
D014098	Toothache
D018176	Torovirus Infections
D016171	Torsades de Pointes
D014102	Torsion Abnormality
D014103	Torticollis
D005879	Tourette Syndrome
D014115	Toxemia
D014120	Toxocariasis
D014123	Toxoplasmosis
D014124	Toxoplasmosis, Animal
D016781	Toxoplasmosis, Cerebral
D014125	Toxoplasmosis, Congenital
D014126	Toxoplasmosis, Ocular
D014133	Tracheal Diseases
D014134	Tracheal Neoplasms
D014135	Tracheal Stenosis
D014136	Tracheitis
D055089	Tracheobronchomalacia
D014137	Tracheobronchomegaly
D014138	Tracheoesophageal Fistula
D055090	Tracheomalacia
D014141	Trachoma
D014178	Translocation, Genetic
D014188	Transposition of Great Vessels
D014189	Transsexualism
D014190	Transvestism
D020196	Trauma, Nervous System
D014201	Trematode Infections
D014202	Tremor
D014205	Trench Fever
D014211	Treponemal Infections
D058457	Trichiasis
D014235	Trichinellosis
D014245	Trichomonas Infections
D014247	Trichomonas Vaginitis
D014252	Trichostrongyloidiasis
D014253	Trichostrongylosis
D054463	Trichothiodystrophy Syndromes
D014256	Trichotillomania
D014257	Trichuriasis
D018785	Tricuspid Atresia
D014262	Tricuspid Valve Insufficiency
D014263	Tricuspid Valve Prolapse
D014264	Tricuspid Valve Stenosis
D051303	Trigeminal Autonomic Cephalalgias
D020433	Trigeminal Nerve Diseases
D014277	Trigeminal Neuralgia
D052582	Trigger Finger Disorder
D014313	Trismus
D014314	Trisomy
D020432	Trochlear Nerve Diseases
D014323	Trombiculiasis
D014328	Trophoblastic Neoplasms
D014339	Truncus Arteriosus, Persistent
D014352	Trypanosomiasis
D014353	Trypanosomiasis, African
D014354	Trypanosomiasis, Bovine
D014375	Tuberculoma
D016862	Tuberculoma, Intracranial
D014376	Tuberculosis
D014379	Tuberculosis, Avian
D014380	Tuberculosis, Bovine
D014381	Tuberculosis, Cardiovascular
D020306	Tuberculosis, Central Nervous System
D014382	Tuberculosis, Cutaneous
D014383	Tuberculosis, Endocrine
D014384	Tuberculosis, Female Genital
D014385	Tuberculosis, Gastrointestinal
D014386	Tuberculosis, Hepatic
D014387	Tuberculosis, Laryngeal
D014388	Tuberculosis, Lymph Node
D014389	Tuberculosis, Male Genital
D014390	Tuberculosis, Meningeal
D014391	Tuberculosis, Miliary
D018088	Tuberculosis, Multidrug-Resistant
D014392	Tuberculosis, Ocular
D014393	Tuberculosis, Oral
D014394	Tuberculosis, Osteoarticular
D014396	Tuberculosis, Pleural
D014397	Tuberculosis, Pulmonary
D014398	Tuberculosis, Renal
D014399	Tuberculosis, Spinal
D014400	Tuberculosis, Splenic
D014401	Tuberculosis, Urogenital
D014402	Tuberous Sclerosis
D014406	Tularemia
D015275	Tumor Lysis Syndrome
D014412	Tumor Virus Infections
D014424	Turner Syndrome
D014428	Twins, Conjoined
D018058	Tympanic Membrane Perforation
D053706	Typhlitis
D014435	Typhoid Fever
D014437	Typhus, Endemic Flea-Borne
D014438	Typhus, Epidemic Louse-Borne
D020176	Tyrosinemias
D014456	Ulcer
D014458	Ulna Fractures
D017769	Ulnar Nerve Compression Syndromes
D020424	Ulnar Neuropathies
D014474	Unconsciousness
D024182	Uniparental Disomy
D020194	Unverricht-Lundborg Syndrome
D056824	Upper Extremity Deep Vein Thrombosis
D038062	Upper Extremity Deformities, Congenital
D014496	Urachal Cyst
D056806	Urea Cycle Disorders, Inborn
D016869	Ureaplasma Infections
D014511	Uremia
D014514	Ureteral Calculi
D014515	Ureteral Diseases
D014516	Ureteral Neoplasms
D014517	Ureteral Obstruction
D014518	Ureterocele
D053039	Ureterolithiasis
D014522	Urethral Diseases
D014523	Urethral Neoplasms
D014524	Urethral Obstruction
D014525	Urethral Stricture
D014526	Urethritis
D001744	Urinary Bladder Calculi
D001745	Urinary Bladder Diseases
D001747	Urinary Bladder Fistula
D001748	Urinary Bladder Neck Obstruction
D001749	Urinary Bladder Neoplasms
D001750	Urinary Bladder, Neurogenic
D053201	Urinary Bladder, Overactive
D014545	Urinary Calculi
D014548	Urinary Fistula
D014549	Urinary Incontinence
D014550	Urinary Incontinence, Stress
D053202	Urinary Incontinence, Urge
D016055	Urinary Retention
D014552	Urinary Tract Infections
D014555	Urination Disorders
D014564	Urogenital Abnormalities
D014565	Urogenital Neoplasms
D052878	Urolithiasis
D014570	Urologic Diseases
D014571	Urologic Neoplasms
D014581	Urticaria
D014582	Urticaria Pigmentosa
D052245	Usher Syndromes
D002577	Uterine Cervical Diseases
D002578	Uterine Cervical Dysplasia
D002579	Uterine Cervical Erosion
D002581	Uterine Cervical Incompetence
D002583	Uterine Cervical Neoplasms
D002575	Uterine Cervicitis
D014591	Uterine Diseases
D014592	Uterine Hemorrhage
D014593	Uterine Inertia
D019687	Uterine Inversion
D014594	Uterine Neoplasms
D014595	Uterine Perforation
D014596	Uterine Prolapse
D014597	Uterine Rupture
D014603	Uveal Diseases
D014604	Uveal Neoplasms
D014605	Uveitis
D014606	Uveitis, Anterior
D015867	Uveitis, Intermediate
D015866	Uveitis, Posterior
D015829	Uveitis, Suppurative
D014607	Uveomeningoencephalitic Syndrome
D014608	Uveoparotid Fever
D014615	Vaccinia
D019522	Vaginal Discharge
D014623	Vaginal Diseases
D014624	Vaginal Fistula
D014625	Vaginal Neoplasms
D052065	Vaginismus
D014627	Vaginitis
D016585	Vaginosis, Bacterial
D020421	Vagus Nerve Diseases
D014646	Varicocele
D014647	Varicose Ulcer
D014648	Varicose Veins
D014652	Vascular Diseases
D016157	Vascular Fistula
D014653	Vascular Headaches
D054079	Vascular Malformations
D019043	Vascular Neoplasms
D057772	Vascular System Injuries
D014657	Vasculitis
D020293	Vasculitis, Central Nervous System
D018366	Vasculitis, Leukocytoclastic, Cutaneous
D020301	Vasospasm, Intracranial
D054080	Vein of Galen Malformations
D014681	Velopharyngeal Insufficiency
D014685	Venereal Tumors, Veterinary
D014689	Venous Insufficiency
D054556	Venous Thromboembolism
D020246	Venous Thrombosis
D055397	Ventilator-Induced Lung Injury
D018754	Ventricular Dysfunction
D018487	Ventricular Dysfunction, Left
D018497	Ventricular Dysfunction, Right
D014693	Ventricular Fibrillation
D054141	Ventricular Flutter
D014694	Ventricular Outflow Obstruction
D018879	Ventricular Premature Complexes
D020257	Ventricular Remodeling
D018658	Ventricular Septal Rupture
D020217	Vertebral Artery Dissection
D014715	Vertebrobasilar Insufficiency
D014717	Vertigo
D014718	Vesico-Ureteral Reflux
D014719	Vesicovaginal Fistula
D015837	Vestibular Diseases
D020338	Vestibular Neuronitis
D000160	Vestibulocochlear Nerve Diseases
D014735	Vibrio Infections
D003969	Vipoma
D014766	Viremia
D014782	Visceral Prolapse
D014786	Vision Disorders
D015354	Vision, Low
D016182	Visna
D014802	Vitamin A Deficiency
D014806	Vitamin B 12 Deficiency
D026681	Vitamin B 6 Deficiency
D014804	Vitamin B Deficiency
D014808	Vitamin D Deficiency
D014811	Vitamin E Deficiency
D014813	Vitamin K Deficiency
D006475	Vitamin K Deficiency Bleeding
D057826	Vitelliform Macular Dystrophy
D014820	Vitiligo
D018630	Vitreoretinopathy, Proliferative
D020255	Vitreous Detachment
D014823	Vitreous Hemorrhage
D014826	Vocal Cord Paralysis
D014832	Voice Disorders
D014845	Vulvar Diseases
D007724	Vulvar Lichen Sclerosus
D014846	Vulvar Neoplasms
D054515	Vulvar Vestibulitis
D014847	Vulvitis
D056650	Vulvodynia
D014848	Vulvovaginitis
D017624	WAGR Syndrome
D014849	Waardenburg's Syndrome
D008258	Waldenstrom Macroglobulinemia
D014855	Wallerian Degeneration
D050805	Wandering Spleen
D014860	Warts
D034081	Wasting Disease, Chronic
D019282	Wasting Syndrome
D014869	Water Intoxication
D014883	Water-Electrolyte Imbalance
D014884	Waterhouse-Friderichsen Syndrome
D014890	Wegener Granulomatosis
D014895	Weil Disease
D014898	Werner Syndrome
D014899	Wernicke Encephalopathy
D014901	West Nile Fever
D057135	Wet Macular Degeneration
D021182	Wheat Hypersensitivity
D014911	Whiplash Injuries
D008061	Whipple Disease
D014917	Whooping Cough
D018980	Williams Syndrome
D009396	Wilms Tumor
D014923	Wiskott-Aldrich Syndrome
D014924	Wissler's Syndrome
D054877	Wolf-Hirschhorn Syndrome
D014927	Wolff-Parkinson-White Syndrome
D014929	Wolfram Syndrome
D015223	Wolman Disease
D014946	Wound Infection
D014948	Wounds, Gunshot
D014949	Wounds, Nonpenetrating
D014950	Wounds, Penetrating
D014951	Wounds, Stab
D014954	Wrist Injuries
D053632	X-Linked Combined Immunodeficiency Diseases
D014997	XYY Karyotype
D014972	Xanthogranuloma, Juvenile
D014973	Xanthomatosis
D019294	Xanthomatosis, Cerebrotendinous
D014983	Xeroderma Pigmentosum
D014985	Xerophthalmia
D014987	Xerostomia
D016711	Yang Deficiency
D015001	Yaws
D015004	Yellow Fever
D056684	Yellow Nail Syndrome
D015009	Yersinia Infections
D015012	Yersinia pseudotuberculosis Infections
D016710	Yin Deficiency
D015211	Zellweger Syndrome
D016672	Zenker Diverticulum
D015043	Zollinger-Ellison Syndrome
D015047	Zoonoses
D031368	Zoster Sine Herpete
D015051	Zygomatic Fractures
D020096	Zygomycosis
D019896	alpha 1-Antitrypsin Deficiency
D008363	alpha-Mannosidosis
D017085	alpha-Thalassemia
D044905	beta-Mannosidosis
D017086	beta-Thalassemia
D006623	von Hippel-Lindau Disease
D056728	von Willebrand Disease, Type 2
D014842	von Willebrand Diseases
