CasRN	ChemicalName	DiseaseID	DiseaseName	Score
65277-42-1	Ketoconazole	D010019	Osteomyelitis	0.0
22071-15-4	Ketoprofen	D001172	Arthritis, Rheumatoid	0.0
22071-15-4	Ketoprofen	D009202	Cardiomyopathies	0.0
22071-15-4	Ketoprofen	D006973	Hypertension	0.0
22071-15-4	Ketoprofen	D010003	Osteoarthritis	0.0
34580-13-7	Ketotifen	D001249	Asthma	0.0
34580-13-7	Ketotifen	D006332	Cardiomegaly	0.0
34580-13-7	Ketotifen	D006255	Rhinitis, Allergic, Seasonal	0.0
134186-26-8	KF 14124	D000787	Angina Pectoris	0.0
134186-26-8	KF 14124	D006333	Heart Failure	0.0
139298-40-1	KN 93	D006973	Hypertension	0.0
139298-40-1	KN 93	D009203	Myocardial Infarction	0.0
105394-80-7	KT 362	D001145	Arrhythmias, Cardiac	0.0
111466-41-2	L 657743	D007022	Hypotension	0.0
36894-69-6	Labetalol	D000787	Angina Pectoris	0.0
36894-69-6	Labetalol	D001014	Aortic Aneurysm	0.0
36894-69-6	Labetalol	D001145	Arrhythmias, Cardiac	0.0
36894-69-6	Labetalol	D001281	Atrial Fibrillation	0.0
36894-69-6	Labetalol	D006973	Hypertension	0.0
36894-69-6	Labetalol	D007022	Hypotension	0.0
36894-69-6	Labetalol	D017202	Myocardial Ischemia	0.0
36894-69-6	Labetalol	D017180	Tachycardia, Ventricular	0.0
36894-69-6	Labetalol	D018879	Ventricular Premature Complexes	0.0
17575-22-3	lanatoside C	D001281	Atrial Fibrillation	0.0
75706-12-6	Leflunomide	D001172	Arthritis, Rheumatoid	0.0
24697-74-3	leonurine	D002311	Cardiomyopathy, Dilated	0.0
24697-74-3	leonurine	D009205	Myocarditis	0.0
100427-26-7	lercanidipine	D006973	Hypertension	0.0
58-05-9	Leucovorin	D008175	Lung Neoplasms	0.0
58-05-9	Leucovorin	D009362	Neoplasm Metastasis	0.0
14769-73-4	Levamisole	D001172	Arthritis, Rheumatoid	0.0
797-63-7	Levonorgestrel	D010024	Osteoporosis	0.0
113759-50-5	LF 2-0254	D006973	Hypertension	0.0
137-58-6	Lidocaine	D001145	Arrhythmias, Cardiac	0.0
137-58-6	Lidocaine	D003371	Cough	0.0
137-58-6	Lidocaine	D006973	Hypertension	0.0
137-58-6	Lidocaine	D007022	Hypotension	0.0
137-58-6	Lidocaine	D008133	Long QT Syndrome	0.0
137-58-6	Lidocaine	D009203	Myocardial Infarction	0.0
137-58-6	Lidocaine	D016491	Peripheral Vascular Diseases	0.0
137-58-6	Lidocaine	D013617	Tachycardia, Supraventricular	0.0
137-58-6	Lidocaine	D017180	Tachycardia, Ventricular	0.0
137-58-6	Lidocaine	D014693	Ventricular Fibrillation	0.0
137-58-6	Lidocaine	D018879	Ventricular Premature Complexes	0.0
9005-53-2	Lignin	D009400	Nephrosclerosis	0.0
154-21-2	Lincomycin	D004696	Endocarditis	0.0
2197-37-7	Linoleic Acid	D008175	Lung Neoplasms	0.0
2197-37-7	Linoleic Acid	D009362	Neoplasm Metastasis	0.0
8001-26-1	Linseed Oil	D006973	Hypertension	0.0
83915-83-7	Lisinopril	D006332	Cardiomegaly	0.0
83915-83-7	Lisinopril	D006333	Heart Failure	0.0
83915-83-7	Lisinopril	D006973	Hypertension	0.0
83915-83-7	Lisinopril	D009203	Myocardial Infarction	0.0
83915-83-7	Lisinopril	D011654	Pulmonary Edema	0.0
7439-93-2	Lithium	D006073	Gout	0.0
7439-93-2	Lithium	D006973	Hypertension	0.0
7439-93-2	Lithium	D009203	Myocardial Infarction	0.0
7439-93-2	Lithium	D014927	Wolff-Parkinson-White Syndrome	0.0
7447-41-8	Lithium Chloride	D001145	Arrhythmias, Cardiac	0.0
7447-41-8	Lithium Chloride	D010003	Osteoarthritis	0.0
7447-41-8	Lithium Chloride	D011654	Pulmonary Edema	0.0
61742-10-7	lithium hydroxybutyrate	D001145	Arrhythmias, Cardiac	0.0
61742-10-7	lithium hydroxybutyrate	D011654	Pulmonary Edema	0.0
434-13-9	Lithocholic Acid	D003924	Diabetes Mellitus, Type 2	0.0
434-13-9	Lithocholic Acid	D009362	Neoplasm Metastasis	0.0
90520-42-6	LND 623	D006333	Heart Failure	0.0
13010-47-4	Lomustine	D008175	Lung Neoplasms	0.0
79794-75-5	Loratadine	D001249	Asthma	0.0
79794-75-5	Loratadine	D006255	Rhinitis, Allergic, Seasonal	0.0
846-49-1	Lorazepam	D006973	Hypertension	0.0
114798-26-4	Losartan	D050197	Atherosclerosis	0.0
114798-26-4	Losartan	D006332	Cardiomegaly	0.0
114798-26-4	Losartan	D002311	Cardiomyopathy, Dilated	0.0
114798-26-4	Losartan	D002312	Cardiomyopathy, Hypertrophic	0.0
114798-26-4	Losartan	D006073	Gout	0.0
114798-26-4	Losartan	D006333	Heart Failure	0.0
114798-26-4	Losartan	D006973	Hypertension	0.0
114798-26-4	Losartan	D006976	Hypertension, Pulmonary	0.0
114798-26-4	Losartan	D008175	Lung Neoplasms	0.0
114798-26-4	Losartan	D009203	Myocardial Infarction	0.0
114798-26-4	Losartan	D009400	Nephrosclerosis	0.0
114798-26-4	Losartan	D020246	Venous Thrombosis	0.0
75330-75-5	Lovastatin	D050197	Atherosclerosis	0.0
75330-75-5	Lovastatin	D003324	Coronary Artery Disease	0.0
75330-75-5	Lovastatin	D006973	Hypertension	0.0
75330-75-5	Lovastatin	D009362	Neoplasm Metastasis	0.0
545-47-1	lupeol	D009202	Cardiomyopathies	0.0
127-40-2	Lutein	D006332	Cardiomegaly	0.0
127-40-2	Lutein	D009203	Myocardial Infarction	0.0
491-70-3	Luteolin	D009202	Cardiomyopathies	0.0
63676-25-5	LY 117018	D001172	Arthritis, Rheumatoid	0.0
63676-25-5	LY 117018	D015663	Osteoporosis, Postmenopausal	0.0
88107-10-2	LY 171883	D016535	Bronchial Hyperreactivity	0.0
88107-10-2	LY 171883	D011654	Pulmonary Edema	0.0
476-28-8	lycorine	D045169	Severe Acute Respiratory Syndrome	0.0
7439-95-4	Magnesium	D001145	Arrhythmias, Cardiac	0.0
7439-95-4	Magnesium	D001281	Atrial Fibrillation	0.0
7439-95-4	Magnesium	D003329	Coronary Vasospasm	0.0
7439-95-4	Magnesium	D006973	Hypertension	0.0
7439-95-4	Magnesium	D008133	Long QT Syndrome	0.0
7439-95-4	Magnesium	D013612	Tachycardia, Ectopic Atrial	0.0
7439-95-4	Magnesium	D013617	Tachycardia, Supraventricular	0.0
7439-95-4	Magnesium	D017180	Tachycardia, Ventricular	0.0
7439-95-4	Magnesium	D014693	Ventricular Fibrillation	0.0
7786-30-3	Magnesium Chloride	D017180	Tachycardia, Ventricular	0.0
7487-88-9	Magnesium Sulfate	D001145	Arrhythmias, Cardiac	0.0
7487-88-9	Magnesium Sulfate	D006973	Hypertension	0.0
7487-88-9	Magnesium Sulfate	D006976	Hypertension, Pulmonary	0.0
7487-88-9	Magnesium Sulfate	D008133	Long QT Syndrome	0.0
7487-88-9	Magnesium Sulfate	D017180	Tachycardia, Ventricular	0.0
7487-88-9	Magnesium Sulfate	D014693	Ventricular Fibrillation	0.0
528-43-8	magnolol	D009203	Myocardial Infarction	0.0
528-43-8	magnolol	D017180	Tachycardia, Ventricular	0.0
528-43-8	magnolol	D014693	Ventricular Fibrillation	0.0
4773-96-0	mangiferin	D050197	Atherosclerosis	0.0
4773-96-0	mangiferin	D003924	Diabetes Mellitus, Type 2	0.0
4773-96-0	mangiferin	D008175	Lung Neoplasms	0.0
4773-96-0	mangiferin	D009203	Myocardial Infarction	0.0
6147-11-1	mangostin	D009202	Cardiomyopathies	0.0
6147-11-1	mangostin	D009203	Myocardial Infarction	0.0
89226-50-6	manidipine	D006973	Hypertension	0.0
69-65-8	Mannitol	D017202	Myocardial Ischemia	0.0
69-65-8	Mannitol	D010490	Pericardial Effusion	0.0
69-65-8	Mannitol	D011654	Pulmonary Edema	0.0
69-65-8	Mannitol	D011655	Pulmonary Embolism	0.0
8029-82-1	Margarine	D009765	Obesity	0.0
22232-71-9	Mazindol	D006973	Hypertension	0.0
22232-71-9	Mazindol	D009765	Obesity	0.0
98326-33-1	MCI 154	D006333	Heart Failure	0.0
94985-29-2	MDL 72567	D000787	Angina Pectoris	0.0
94985-29-2	MDL 72567	D006333	Heart Failure	0.0
60-40-2	Mecamylamine	D006973	Hypertension	0.0
644-62-2	Meclofenamic Acid	D006973	Hypertension	0.0
30685-43-9	Medigoxin	D001281	Atrial Fibrillation	0.0
520-85-4	Medroxyprogesterone	D008175	Lung Neoplasms	0.0
520-85-4	Medroxyprogesterone	D009362	Neoplasm Metastasis	0.0
71-58-9	Medroxyprogesterone Acetate	D018192	Lymphangioleiomyomatosis	0.0
71-58-9	Medroxyprogesterone Acetate	D009362	Neoplasm Metastasis	0.0
61-68-7	Mefenamic Acid	D001172	Arthritis, Rheumatoid	0.0
61-68-7	Mefenamic Acid	D010003	Osteoarthritis	0.0
61-68-7	Mefenamic Acid	D015207	Osteoarthritis, Hip	0.0
53230-10-7	Mefloquine	D012893	Sleep Wake Disorders	0.0
73-31-4	Melatonin	D006332	Cardiomegaly	0.0
73-31-4	Melatonin	D009202	Cardiomyopathies	0.0
73-31-4	Melatonin	D006973	Hypertension	0.0
73-31-4	Melatonin	D008175	Lung Neoplasms	0.0
73-31-4	Melatonin	D009203	Myocardial Infarction	0.0
73-31-4	Melatonin	D017202	Myocardial Ischemia	0.0
73-31-4	Melatonin	D009362	Neoplasm Metastasis	0.0
73-31-4	Melatonin	D010024	Osteoporosis	0.0
73-31-4	Melatonin	D012893	Sleep Wake Disorders	0.0
20449-79-0	Melitten	D009362	Neoplasm Metastasis	0.0
71125-38-7	Meloxicam	D001172	Arthritis, Rheumatoid	0.0
71125-38-7	Meloxicam	D010003	Osteoarthritis	0.0
148-82-3	Melphalan	D009362	Neoplasm Metastasis	0.0
148-82-3	Melphalan	D009382	Neoplasms, Unknown Primary	0.0
46464-11-3	meobentine	D014693	Ventricular Fibrillation	0.0
57-42-1	Meperidine	D003371	Cough	0.0
100-92-5	Mephentermine	D007022	Hypotension	0.0
104713-75-9	mepirodipine	D006973	Hypertension	0.0
7439-97-6	Mercury	D003922	Diabetes Mellitus, Type 1	0.0
96036-03-2	Meropenem	D009617	Nocardia Infections	0.0
19767-45-4	Mesna	D008175	Lung Neoplasms	0.0
586-06-1	Metaproterenol	D001249	Asthma	0.0
586-06-1	Metaproterenol	D054537	Atrioventricular Block	0.0
54-49-9	Metaraminol	D007022	Hypotension	0.0
657-24-9	Metformin	D006332	Cardiomegaly	0.0
657-24-9	Metformin	D003920	Diabetes Mellitus	0.0
657-24-9	Metformin	D003924	Diabetes Mellitus, Type 2	0.0
657-24-9	Metformin	D006973	Hypertension	0.0
657-24-9	Metformin	D009203	Myocardial Infarction	0.0
657-24-9	Metformin	D009362	Neoplasm Metastasis	0.0
657-24-9	Metformin	D009400	Nephrosclerosis	0.0
657-24-9	Metformin	D009765	Obesity	0.0
657-24-9	Metformin	D011654	Pulmonary Edema	0.0
62-51-1	Methacholine Chloride	D014693	Ventricular Fibrillation	0.0
91-80-5	Methapyrilene	D007022	Hypotension	0.0
554-57-4	Methazolamide	D006332	Cardiomegaly	0.0
61-32-5	Methicillin	D010019	Osteomyelitis	0.0
60-56-0	Methimazole	D006332	Cardiomegaly	0.0
60-56-0	Methimazole	D009202	Cardiomyopathies	0.0
60-56-0	Methimazole	D006973	Hypertension	0.0
59-05-2	Methotrexate	D015535	Arthritis, Psoriatic	0.0
59-05-2	Methotrexate	D016918	Arthritis, Reactive	0.0
59-05-2	Methotrexate	D001172	Arthritis, Rheumatoid	0.0
59-05-2	Methotrexate	D001249	Asthma	0.0
59-05-2	Methotrexate	D003550	Cystic Fibrosis	0.0
59-05-2	Methotrexate	D007022	Hypotension	0.0
59-05-2	Methotrexate	D008175	Lung Neoplasms	0.0
59-05-2	Methotrexate	D009298	Nasal Polyps	0.0
59-05-2	Methotrexate	D009362	Neoplasm Metastasis	0.0
59-05-2	Methotrexate	D010024	Osteoporosis	0.0
59-05-2	Methotrexate	D029424	Pulmonary Disease, Chronic Obstructive	0.0
59-05-2	Methotrexate	D016706	Still's Disease, Adult-Onset	0.0
390-28-3	Methoxamine	D007022	Hypotension	0.0
298-81-7	Methoxsalen	D008175	Lung Neoplasms	0.0
76-38-0	Methoxyflurane	D017180	Tachycardia, Ventricular	0.0
135-07-9	Methyclothiazide	D006973	Hypertension	0.0
31610-87-4	methylatropine	D006973	Hypertension	0.0
555-30-6	Methyldopa	D002312	Cardiomyopathy, Hypertrophic	0.0
555-30-6	Methyldopa	D006973	Hypertension	0.0
61-73-4	Methylene Blue	D007022	Hypotension	0.0
21019-30-7	methyllycaconitine	D006973	Hypertension	0.0
83-43-2	Methylprednisolone	D001172	Arthritis, Rheumatoid	0.0
83-43-2	Methylprednisolone	D001249	Asthma	0.0
83-43-2	Methylprednisolone	D006332	Cardiomegaly	0.0
83-43-2	Methylprednisolone	D009202	Cardiomyopathies	0.0
83-43-2	Methylprednisolone	D004417	Dyspnea	0.0
83-43-2	Methylprednisolone	D009205	Myocarditis	0.0
83-43-2	Methylprednisolone	D010996	Pleural Effusion	0.0
83-43-2	Methylprednisolone	D011020	Pneumonia, Pneumocystis	0.0
83-43-2	Methylprednisolone	D011654	Pulmonary Edema	0.0
83-43-2	Methylprednisolone	D012131	Respiratory Insufficiency	0.0
83-43-2	Methylprednisolone	D045169	Severe Acute Respiratory Syndrome	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D001172	Arthritis, Rheumatoid	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D001281	Atrial Fibrillation	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D004417	Dyspnea	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D006973	Hypertension	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D007022	Hypotension	0.0
2921-57-5	Methylprednisolone Hemisuccinate	D009203	Myocardial Infarction	0.0
28109-92-4	methylxanthine	D001249	Asthma	0.0
34839-70-8	Metiamide	D007022	Hypotension	0.0
22664-55-7	Metipranolol	D006973	Hypertension	0.0
364-62-5	Metoclopramide	D007022	Hypotension	0.0
17560-51-9	Metolazone	D006973	Hypertension	0.0
37350-58-6	Metoprolol	D000787	Angina Pectoris	0.0
37350-58-6	Metoprolol	D001145	Arrhythmias, Cardiac	0.0
37350-58-6	Metoprolol	D050197	Atherosclerosis	0.0
37350-58-6	Metoprolol	D001281	Atrial Fibrillation	0.0
37350-58-6	Metoprolol	D009202	Cardiomyopathies	0.0
37350-58-6	Metoprolol	D002311	Cardiomyopathy, Dilated	0.0
37350-58-6	Metoprolol	D002312	Cardiomyopathy, Hypertrophic	0.0
37350-58-6	Metoprolol	D003324	Coronary Artery Disease	0.0
37350-58-6	Metoprolol	D003327	Coronary Disease	0.0
37350-58-6	Metoprolol	D006333	Heart Failure	0.0
37350-58-6	Metoprolol	D006973	Hypertension	0.0
37350-58-6	Metoprolol	D006976	Hypertension, Pulmonary	0.0
37350-58-6	Metoprolol	D007022	Hypotension	0.0
37350-58-6	Metoprolol	D008133	Long QT Syndrome	0.0
37350-58-6	Metoprolol	D009203	Myocardial Infarction	0.0
37350-58-6	Metoprolol	D017202	Myocardial Ischemia	0.0
37350-58-6	Metoprolol	D011654	Pulmonary Edema	0.0
37350-58-6	Metoprolol	D013617	Tachycardia, Supraventricular	0.0
37350-58-6	Metoprolol	D017180	Tachycardia, Ventricular	0.0
37350-58-6	Metoprolol	D014693	Ventricular Fibrillation	0.0
37350-58-6	Metoprolol	D018879	Ventricular Premature Complexes	0.0
443-48-1	Metronidazole	D001987	Bronchiectasis	0.0
443-48-1	Metronidazole	D010019	Osteomyelitis	0.0
3575-80-2	metylperon	D014693	Ventricular Fibrillation	0.0
54-36-4	Metyrapone	D006973	Hypertension	0.0
31828-71-4	Mexiletine	D001145	Arrhythmias, Cardiac	0.0
31828-71-4	Mexiletine	D008133	Long QT Syndrome	0.0
31828-71-4	Mexiletine	D017180	Tachycardia, Ventricular	0.0
31828-71-4	Mexiletine	D014693	Ventricular Fibrillation	0.0
31828-71-4	Mexiletine	D018879	Ventricular Premature Complexes	0.0
116644-53-2	Mibefradil	D000787	Angina Pectoris	0.0
116644-53-2	Mibefradil	D006332	Cardiomegaly	0.0
116644-53-2	Mibefradil	D006973	Hypertension	0.0
116644-53-2	Mibefradil	D009203	Myocardial Infarction	0.0
116644-53-2	Mibefradil	D014693	Ventricular Fibrillation	0.0
22916-47-8	Miconazole	D002177	Candidiasis	0.0
22916-47-8	Miconazole	D003047	Coccidioidomycosis	0.0
22916-47-8	Miconazole	D009181	Mycoses	0.0
59467-70-8	Midazolam	D001281	Atrial Fibrillation	0.0
59467-70-8	Midazolam	D006973	Hypertension	0.0
59467-70-8	Midazolam	D012127	Respiratory Distress Syndrome, Newborn	0.0
59467-70-8	Midazolam	D012893	Sleep Wake Disorders	0.0
42794-76-3	Midodrine	D006333	Heart Failure	0.0
42794-76-3	Midodrine	D007022	Hypotension	0.0
42794-76-3	Midodrine	D007024	Hypotension, Orthostatic	0.0
84371-65-3	Mifepristone	D006973	Hypertension	0.0
78415-72-2	Milrinone	D006333	Heart Failure	0.0
78415-72-2	Milrinone	D006976	Hypertension, Pulmonary	0.0
78415-72-2	Milrinone	D007022	Hypotension	0.0
78415-72-2	Milrinone	D009203	Myocardial Infarction	0.0
10118-90-8	Minocycline	D001172	Arthritis, Rheumatoid	0.0
10118-90-8	Minocycline	D050197	Atherosclerosis	0.0
10118-90-8	Minocycline	D012131	Respiratory Insufficiency	0.0
10118-90-8	Minocycline	D012141	Respiratory Tract Infections	0.0
10118-90-8	Minocycline	D012852	Sinusitis	0.0
38304-91-5	Minoxidil	D006333	Heart Failure	0.0
38304-91-5	Minoxidil	D006973	Hypertension	0.0
38304-91-5	Minoxidil	D006976	Hypertension, Pulmonary	0.0
13551-87-6	Misonidazole	D008175	Lung Neoplasms	0.0
59122-46-2	Misoprostol	D001172	Arthritis, Rheumatoid	0.0
59122-46-2	Misoprostol	D010003	Osteoarthritis	0.0
50-07-7	Mitomycin	D008175	Lung Neoplasms	0.0
50-07-7	Mitomycin	D009362	Neoplasm Metastasis	0.0
106791-40-6	Mivacurium	D007022	Hypotension	0.0
27737-38-8	mixidine	D001145	Arrhythmias, Cardiac	0.0
42794-63-8	MK 142	D001145	Arrhythmias, Cardiac	0.0
65321-41-7	MK 761	D006973	Hypertension	0.0
118414-82-7	MK-886	D050197	Atherosclerosis	0.0
118414-82-7	MK-886	D006976	Hypertension, Pulmonary	0.0
118414-82-7	MK-886	D007022	Hypotension	0.0
118414-82-7	MK-886	D008175	Lung Neoplasms	0.0
109376-83-2	ML 7	D009362	Neoplasm Metastasis	0.0
105637-50-1	ML 9	D009362	Neoplasm Metastasis	0.0
71320-77-9	Moclobemide	D007022	Hypotension	0.0
68693-11-8	Modafinil	D012893	Sleep Wake Disorders	0.0
103775-10-6	moexipril	D006973	Hypertension	0.0
119637-67-1	moguisteine	D003371	Cough	0.0
25717-80-0	Molsidomine	D000787	Angina Pectoris	0.0
25717-80-0	Molsidomine	D006973	Hypertension	0.0
7728-40-7	monoethylglycinexylidide	D014693	Ventricular Fibrillation	0.0
158966-92-8	montelukast	D001249	Asthma	0.0
158966-92-8	montelukast	D055963	Asthma, Aspirin-Induced	0.0
158966-92-8	montelukast	D001250	Asthma, Exercise-Induced	0.0
158966-92-8	montelukast	D020181	Sleep Apnea, Obstructive	0.0
31883-05-3	Moricizine	D001145	Arrhythmias, Cardiac	0.0
31883-05-3	Moricizine	D017180	Tachycardia, Ventricular	0.0
74135-04-9	morphiceptin	D001145	Arrhythmias, Cardiac	0.0
57-27-2	Morphine	D001145	Arrhythmias, Cardiac	0.0
57-27-2	Morphine	D002311	Cardiomyopathy, Dilated	0.0
57-27-2	Morphine	D003327	Coronary Disease	0.0
57-27-2	Morphine	D003371	Cough	0.0
57-27-2	Morphine	D004417	Dyspnea	0.0
57-27-2	Morphine	D006973	Hypertension	0.0
57-27-2	Morphine	D008175	Lung Neoplasms	0.0
57-27-2	Morphine	D009203	Myocardial Infarction	0.0
57-27-2	Morphine	D011654	Pulmonary Edema	0.0
3098-60-0	morphocycline	D000196	Actinomycosis	0.0
54-32-0	Moxisylyte	D007022	Hypotension	0.0
107189-96-8	MS 857	D006333	Heart Failure	0.0
24280-93-1	Mycophenolic Acid	D006973	Hypertension	0.0
529-44-2	myricetin	D009203	Myocardial Infarction	0.0
17912-87-7	myricitrin	D050197	Atherosclerosis	0.0
36396-99-3	N(6)-cyclohexyladenosine	D017202	Myocardial Ischemia	0.0
16858-02-9	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine	D016535	Bronchial Hyperreactivity	0.0
123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	D006332	Cardiomegaly	0.0
123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	D006973	Hypertension	0.0
123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	D009362	Neoplasm Metastasis	0.0
123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	D010490	Pericardial Effusion	0.0
120008-53-9	N-(8-amino-1-carboxyoctyl)-alanyl-proline	D006332	Cardiomegaly	0.0
98983-21-2	N-benzyladriamycin-14-valerate	D009202	Cardiomyopathies	0.0
134431-49-5	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate	D000787	Angina Pectoris	0.0
134431-49-5	N-cyano-N'-(2-nitroxyethyl)-3-pyridinecarboximidamide methanesulfonate	D001145	Arrhythmias, Cardiac	0.0
108935-64-4	N-isobutyl-1,2-diphenylethanolamine	D006973	Hypertension	0.0
54852-85-6	N-methyl-1,2-diphenylethanolamine	D006973	Hypertension	0.0
29199-61-9	N-methyllidocaine	D018879	Ventricular Premature Complexes	0.0
73232-50-5	N-methylnaloxone	D007022	Hypotension	0.0
73232-50-5	N-methylnaloxone	D012131	Respiratory Insufficiency	0.0
42924-53-8	Nabumetone	D001172	Arthritis, Rheumatoid	0.0
42200-33-9	Nadolol	D001281	Atrial Fibrillation	0.0
42200-33-9	Nadolol	D003324	Coronary Artery Disease	0.0
42200-33-9	Nadolol	D006973	Hypertension	0.0
42200-33-9	Nadolol	D013617	Tachycardia, Supraventricular	0.0
42200-33-9	Nadolol	D017180	Tachycardia, Ventricular	0.0
42200-33-9	Nadolol	D014693	Ventricular Fibrillation	0.0
147-52-4	Nafcillin	D004696	Endocarditis	0.0
147-52-4	Nafcillin	D010019	Osteomyelitis	0.0
20594-83-6	Nalbuphine	D012131	Respiratory Insufficiency	0.0
82824-01-9	naloxonazine	D012131	Respiratory Insufficiency	0.0
465-65-6	Naloxone	D001145	Arrhythmias, Cardiac	0.0
465-65-6	Naloxone	D050197	Atherosclerosis	0.0
465-65-6	Naloxone	D006973	Hypertension	0.0
465-65-6	Naloxone	D006976	Hypertension, Pulmonary	0.0
465-65-6	Naloxone	D007022	Hypotension	0.0
465-65-6	Naloxone	D007826	Laryngismus	0.0
465-65-6	Naloxone	D012131	Respiratory Insufficiency	0.0
16590-41-3	Naltrexone	D006973	Hypertension	0.0
16590-41-3	Naltrexone	D007022	Hypotension	0.0
360-70-3	Nandrolone Decanoate	D010024	Osteoporosis	0.0
37229-16-6	naphthalan	D015535	Arthritis, Psoriatic	0.0
37229-16-6	naphthalan	D010996	Pleural Effusion	0.0
37229-16-6	naphthalan	D010998	Pleurisy	0.0
91-20-3	naphthalene	D009362	Neoplasm Metastasis	0.0
32358-83-1	naphtho(1,2-b)furan-4,5-dione	D009362	Neoplasm Metastasis	0.0
22204-53-1	Naproxen	D015535	Arthritis, Psoriatic	0.0
22204-53-1	Naproxen	D001172	Arthritis, Rheumatoid	0.0
22204-53-1	Naproxen	D009765	Obesity	0.0
22204-53-1	Naproxen	D010003	Osteoarthritis	0.0
22204-53-1	Naproxen	D015207	Osteoarthritis, Hip	0.0
480-41-1	naringenin	D050197	Atherosclerosis	0.0
480-41-1	naringenin	D009202	Cardiomyopathies	0.0
480-41-1	naringenin	D009765	Obesity	0.0
10236-47-2	naringin	D006332	Cardiomegaly	0.0
10236-47-2	naringin	D003371	Cough	0.0
10236-47-2	naringin	D006973	Hypertension	0.0
10236-47-2	naringin	D009203	Myocardial Infarction	0.0
10236-47-2	naringin	D010024	Osteoporosis	0.0
10236-47-2	naringin	D010998	Pleurisy	0.0
10236-47-2	naringin	D011654	Pulmonary Edema	0.0
7681-93-8	Natamycin	D009181	Mycoses	0.0
105816-04-4	Nateglinide	D003920	Diabetes Mellitus	0.0
114471-18-0	Natriuretic Peptide, Brain	D006333	Heart Failure	0.0
69049-73-6	Nedocromil	D001249	Asthma	0.0
1404-04-2	Neomycin	D006973	Hypertension	0.0
1404-04-2	Neomycin	D010019	Osteomyelitis	0.0
59-99-4	Neostigmine	D006332	Cardiomegaly	0.0
59-99-4	Neostigmine	D007022	Hypotension	0.0
59-99-4	Neostigmine	D007024	Hypotension, Orthostatic	0.0
98-92-0	Niacinamide	D003922	Diabetes Mellitus, Type 1	0.0
76252-06-7	nicainoprol	D001145	Arrhythmias, Cardiac	0.0
55985-32-5	Nicardipine	D000787	Angina Pectoris	0.0
55985-32-5	Nicardipine	D001249	Asthma	0.0
55985-32-5	Nicardipine	D050197	Atherosclerosis	0.0
55985-32-5	Nicardipine	D003324	Coronary Artery Disease	0.0
55985-32-5	Nicardipine	D003327	Coronary Disease	0.0
55985-32-5	Nicardipine	D003329	Coronary Vasospasm	0.0
55985-32-5	Nicardipine	D006333	Heart Failure	0.0
55985-32-5	Nicardipine	D006973	Hypertension	0.0
55985-32-5	Nicardipine	D017202	Myocardial Ischemia	0.0
55985-32-5	Nicardipine	D012131	Respiratory Insufficiency	0.0
27848-84-6	Nicergoline	D006973	Hypertension	0.0
50-65-7	Niclosamide	D009362	Neoplasm Metastasis	0.0
50-65-7	Niclosamide	D009400	Nephrosclerosis	0.0
50-65-7	Niclosamide	D045169	Severe Acute Respiratory Syndrome	0.0
65141-46-0	Nicorandil	D000787	Angina Pectoris	0.0
65141-46-0	Nicorandil	D001145	Arrhythmias, Cardiac	0.0
65141-46-0	Nicorandil	D003329	Coronary Vasospasm	0.0
65141-46-0	Nicorandil	D009203	Myocardial Infarction	0.0
65141-46-0	Nicorandil	D017180	Tachycardia, Ventricular	0.0
100-55-0	Nicotinyl Alcohol	D017202	Myocardial Ischemia	0.0
21829-25-4	Nifedipine	D000787	Angina Pectoris	0.0
21829-25-4	Nifedipine	D000789	Angina, Unstable	0.0
21829-25-4	Nifedipine	D017544	Aortic Aneurysm, Abdominal	0.0
21829-25-4	Nifedipine	D001022	Aortic Valve Insufficiency	0.0
21829-25-4	Nifedipine	D001145	Arrhythmias, Cardiac	0.0
21829-25-4	Nifedipine	D001249	Asthma	0.0
21829-25-4	Nifedipine	D050197	Atherosclerosis	0.0
21829-25-4	Nifedipine	D006332	Cardiomegaly	0.0
21829-25-4	Nifedipine	D002311	Cardiomyopathy, Dilated	0.0
21829-25-4	Nifedipine	D002312	Cardiomyopathy, Hypertrophic	0.0
21829-25-4	Nifedipine	D003324	Coronary Artery Disease	0.0
21829-25-4	Nifedipine	D003327	Coronary Disease	0.0
21829-25-4	Nifedipine	D003329	Coronary Vasospasm	0.0
21829-25-4	Nifedipine	D003550	Cystic Fibrosis	0.0
21829-25-4	Nifedipine	D004417	Dyspnea	0.0
21829-25-4	Nifedipine	D006333	Heart Failure	0.0
21829-25-4	Nifedipine	D006973	Hypertension	0.0
21829-25-4	Nifedipine	D006976	Hypertension, Pulmonary	0.0
21829-25-4	Nifedipine	D009203	Myocardial Infarction	0.0
