DiseaseName	DiseaseID
Neuropathy, hereditary motor and sensory, Russe type	C535813
Nystagmus, Congenital	D020417
Obesity, Morbid	D009767
Osteoporosis	D010024
Pancreatic cancer, adult	C535836
Pancreatitis, Chronic	D050500
Paranoid Disorders	D010259
Peanut Hypersensitivity	D021183
Peripheral Vascular Diseases	D016491
Phobic Disorders	D010698
Phosphoglycerate Kinase 1 Deficiency	C567067
Photophobia	D020795
Plaque, Amyloid	D058225
Plasminogen Activator Inhibitor-1 Deficiency	C567640
Pneumonia, Viral	D011024
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	D015452
Protein Aggregation, Pathological	D066263
Protein Deficiency	D011488
Pruritus	D011537
Pulmonary Arterial Hypertension	D000081029
Radiation Injuries	D011832
Reticulocytosis	D045262
Retinal Dystrophies	D058499
Retinitis Pigmentosa	D012174
Retinitis Pigmentosa 20	C566718
Rheumatoid Arthritis, Systemic Juvenile	C565798
Rhinitis	D012220
Sarcoidosis	D012507
Schistosomiasis mansoni	D012555
Scrapie	D012608
Severe Combined Immunodeficiency	D016511
Shock, Cardiogenic	D012770
Spinal Cord Diseases	D013118
Splenic Diseases	D013158
Sunburn	D013471
Tachycardia, Sinus	D013616
Tachycardia, Ventricular	D017180
Thymus Neoplasms	D013953
Thyroid Carcinoma, Anaplastic	D065646
Turner Syndrome	D014424
Ureteral Calculi	D014514
Ureteral Neoplasms	D014516
Urinary Bladder Calculi	D001744
Ventricular Dysfunction, Right	D018497
Ventricular Remodeling	D020257
Weight Loss	D015431
Xeroderma Pigmentosum, Complementation Group D	C562591
Li-Fraumeni Syndrome 2	C563755
Neoplasms, Squamous Cell	D018307
Rhabdomyolysis	D012206
Flushing	D005483
Ovarian Cysts	D010048
Sleep Deprivation	D012892
Testicular Germ Cell Tumor	C563236
Neuroendocrine Tumors	D018358
Paraganglioma	D010235
Adrenal Hyperplasia, Congenital	D000312
Adrenal hyperplasia, congenital, type 5	C538237
Adrenal Insufficiency	D000309
Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal	C566131
Amenorrhea	D000568
Aromatase deficiency	C537436
Bone Diseases	D001847
Bone Diseases, Metabolic	D001851
Carcinoma, Large Cell	D018287
Critical Illness	D016638
Disorder of Sex Development, 46,XY	D058490
Female Urogenital Diseases	D052776
Feminization	D005262
Hepatitis B	D006509
Hyperkalemia	D006947
Hypertension, Malignant	D006974
Hypogonadism	D007006
Hypopituitarism	D007018
Lipoid congenital adrenal hyperplasia	C537027
Methemoglobinemia	D008708
Migraine Disorders	D008881
Musculoskeletal Pain	D059352
Oligomenorrhea	D009839
Oligospermia	D009845
Opisthorchiasis	D009889
Ovarian Diseases	D010049
Porphyria Cutanea Tarda	D017119
Sexual Infantilism	D050035
AIDS Dementia Complex	D015526
Alcohol Withdrawal Seizures	D020270
Aneuploidy	D000782
Cavitary Optic Disc Anomalies	C566924
Chromosomal Instability	D043171
Congenital disorder of glycosylation type 1B	C535740
Congenital disorder of glycosylation type II	C535747
Constipation	D003248
Deafness, Autosomal Dominant 2B	C567214
Deafness, Autosomal Recessive 1A	C567134
Dyskinesias	D020820
Dystonic Disorders	D020821
Emaciation	D004614
Encephalitis, Viral	D018792
Epilepsy, Rolandic	D019305
Erythrokeratodermia Variabilis	D056266
Essential Tremor	D020329
Harlequin type ichthyosis	C538424
Hyperexplexia hereditary	C538136
Ichthyosis, Lamellar	D017490
Lamellar ichthyosis, type 2	C537264
Landau-Kleffner Syndrome	D018887
Molybdenum Cofactor Deficiency, Complementation Group B	C565373
Myasthenic Syndromes, Congenital	D020294
Myoclonic Epilepsy, Juvenile	D020190
Neoplastic Processes	D009385
Ophthalmoplegia	D009886
Orthomyxoviridae Infections	D009976
Respiratory Insufficiency	D012131
Retinal Cone Dystrophy 3B	C563678
Retinitis pigmentosa 1	C538365
Speech Disorders	D013064
Deafness, Autosomal Dominant 7	C563321
2-Methylbutyryl-CoA Dehydrogenase Deficiency	C566487
Acidosis	D000138
Acidosis, Renal Tubular	D000141
ACTH-Secreting Pituitary Adenoma	D049913
Amyotrophic Lateral Sclerosis 6, Autosomal Recessive	C567699
Anemia, Dyserythropoietic, Congenital	D000742
Aneurysm, Dissecting	D000784
Anonychia congenita	C536377
Anterior segment mesenchymal dysgenesis	C537775
Bacteremia	D016470
Bardet-Biedl Syndrome 6	C565738
Bethlem myopathy	C535436
Bicuspid Aortic Valve Disease	D000082882
Brugada Syndrome 6	C567735
C9 Deficiency	C565165
Campomelic Dysplasia	D055036
Cancer Pain	D000072716
Carboxypeptidase N Deficiency	C562876
Castleman Disease	D005871
Coffin-Siris syndrome	C536436
Coloboma	D003103
Congenital disorder of glycosylation type 2A	C535752
Cowchock syndrome	C536450
Cyanosis	D003490
Cystic Kidney Disease with Ventriculomegaly	C565657
Deafness, X-Linked 5	C564472
Dermatitis, Irritant	D017453
Diffuse Cerebral Sclerosis of Schilder	D002549
Dystonia 3, Torsion, X-Linked	C564048
Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant	C562625
Elliptocytosis, Hereditary	D004612
Epilepsy, Complex Partial	D017029
Erythema	D004890
Exfoliation Syndrome	D017889
Eye Abnormalities	D005124
Facial Dermatoses	D005148
Fanconi Anemia, Complementation Group D1	C563980
Frontotemporal Lobar Degeneration	D057174
Gastrointestinal Neoplasms	D005770
Gastrointestinal Stromal Tumors	D046152
Glaucoma	D005901
Glaucoma 3, Primary Congenital, A	C565547
Glaucoma 3, primary infantile, B	C536824
Goiter	D006042
Goiter, Nodular	D006044
Graves Disease	D006111
Hand Deformities, Congenital	D006228
Hashimoto Disease	D050031
Headache	D006261
Hepatitis, Animal	D006520
Hepatitis, Autoimmune	D019693
Hereditary Breast and Ovarian Cancer Syndrome	D061325
Heredodegenerative Disorders, Nervous System	D020271
Hyperlipidemias	D006949
Hyperostosis, Cortical, Congenital	D006958
Hyperoxaluria	D006959
Hyperparathyroidism, Secondary	D006962
Hyperuricemia	D033461
Immunologic Deficiency Syndromes	D007153
Inosine Triphosphatase Deficiency	C564127
Intracranial Arteriovenous Malformations	D002538
Jaw Abnormalities	D007569
Kallikrein, Decreased Urinary Activity of	C563653
Keutel syndrome	C536167
Leukemia, Lymphoid	D007945
Lipodystrophy	D008060
Loeys-Dietz Syndrome	D055947
Maple Syrup Urine Disease	D008375
Marden-Walker syndrome	C535910
McKusick Kaufman syndrome	C538159
Meningitis, Meningococcal	D008585
Multiple Endocrine Neoplasia, Type IV	C567059
Muscular Dystrophy, Animal	D009137
Musculoskeletal Abnormalities	D009139
Nemaline Myopathy 2	C538349
Nephrogenic Fibrosing Dermopathy	D054989
Nephrosclerosis	D009400
Neuromyelitis Optica	D009471
Obstetric Labor, Premature	D007752
Odontoonychodermal dysplasia	C537742
Opioid-Related Disorders	D009293
Orofacial Cleft 10	C566605
Osteogenesis Imperfecta	D010013
Osteogenesis imperfecta, type 2A	C536042
Osteogenesis imperfecta, type 3	C536044
Osteogenesis Imperfecta, Type IV	C000631847
Ovalocytosis, Malaysian-Melanesian-Filipino Type	C566230
Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal	C565693
Peeling Skin Syndrome	C564818
Pendred syndrome	C536648
Pierre Robin Syndrome	D010855
Pituitary Neoplasms	D010911
Pleural Diseases	D010995
Pneumoconiosis	D011009
Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1	C563575
Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Recessive	C564926
Pseudohyperkalemia Cardiff	C535827
Pyridoxine-dependent epilepsy	C536254
Renal Insufficiency, Chronic	D051436
Renal Tubular Acidosis, Distal, With Hemolytic Anemia	C566910
Respiratory System Abnormalities	D015619
Retinoblastoma	D012175
Rhabdoid Tumor Predisposition Syndrome 2	C567643
Rubinstein-Taybi Syndrome	D012415
Sarcoma, Kaposi	D012514
Schopf-Schulz-Passarge Syndrome	C565607
Scleroatonic muscular dystrophy	C537521
Sclerosteosis	C537525
Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	C537583
Short Rib-Polydactyly Syndrome	D012779
Sjogren's Syndrome	D012859
Sleep Disorders, Circadian Rhythm	D020178
Spastic paraplegia 4, autosomal dominant	C536865
Spermatogenic Failure, Nonobstructive, Y-Linked	C564030
Spherocytosis, Hereditary	D013103
Spherocytosis, Type 4	C567208
Spinocerebellar Ataxias	D020754
Spondyloepimetaphyseal Dysplasia, Pakistani Type	C567551
Stomatitis	D013280
Succinyl-CoA:3-oxoacid CoA transferase deficiency	C537527
Supranuclear Palsy, Progressive	D013494
Syndactyly	D013576
Syndactyly Cenani Lenz type	C538150
Thoracic Neoplasms	D013899
Thyroid Dyshormonogenesis 1	C564766
Tooth Abnormalities	D014071
Tooth Agenesis, Selective, 4	C563634
Urogenital Abnormalities	D014564
Uterine Neoplasms	D014594
Varicose Veins	D014648
Vascular Calcification	D061205
Vestibular Diseases	D015837
Wolcott-Rallison syndrome	C536739
Budd-Chiari Syndrome	D006502
Mesenteric Vascular Occlusion	D008641
Polycythemia	D011086
Polycythemia, primary familial and congenital	C536842
Polycythemia Vera	D011087
Pregnancy Complications	D011248
Primary Myelofibrosis	D055728
Thrombocythemia, Essential	D013920
Charcot-Marie-Tooth Disease	D002607
Hyperammonemia	D022124
Hyperinsulinemic hypoglycemia, familial, 6	C538375
Desmosterolosis	C566555
Q Fever	D011778
Mercury Poisoning, Nervous System	D020262
Alcohol Withdrawal Delirium	D000430
Attention Deficit Disorder with Hyperactivity	D001289
Catalepsy	D002375
Chorioamnionitis	D002821
Diarrhea	D003967
Dysbiosis	D064806
Eosinophilia	D004802
Muscular Dystrophy, Duchenne	D020388
Parkinsonism-Dystonia, Infantile	C567730
Segawa syndrome, autosomal recessive	C537537
Spinal Dysraphism	D016135
Thyroid Diseases	D013959
Tic Disorders	D013981
Acromicric dysplasia	C535662
Camurati-Engelmann Syndrome	D003966
Carcinosarcoma	D002296
Chondroma	D002812
Dry Eye Syndromes	D015352
Encephalomyelitis, Autoimmune, Experimental	D004681
Enchondromatosis	D004687
Endocrine System Diseases	D004700
Endomyocardial Fibrosis	D004719
Exocrine Pancreatic Insufficiency	D010188
Focal cortical dysplasia of Taylor	C537067
Infant, Newborn, Diseases	D007232
Leukemia, Megakaryoblastic, Acute	D007947
Major Affective Disorder 7	C567529
Malformations of Cortical Development	D054220
Neoplasm Regression, Spontaneous	D009365
Oligodendroglioma	D009837
Oligodontia-Colorectal Cancer Syndrome	C563898
Penile Induration	D010411
Peritoneal Fibrosis	D056627
Posterior Leukoencephalopathy Syndrome	D054038
Acquired Immunodeficiency Syndrome	D000163
Appendicitis	D001064
Bronchial Diseases	D001982
Bronchiolitis Obliterans	D001989
Cardiovascular Abnormalities	D018376
Chills	D023341
Graft vs Host Disease	D006086
Hyponatremia	D007010
Immune Complex Diseases	D007105
Legionnaires' Disease	D007877
Leishmaniasis, Mucocutaneous	D007897
Peritonitis	D010538
Pneumonia, Aspiration	D011015
Takayasu Arteritis	D013625
Trichuriasis	D014257
Tuberous Sclerosis	D014402
Tuberous Sclerosis 2	C566021
Urinary Tract Infections	D014552
Breast Diseases	D001941
Ectrodactyly-cleft lip-palate syndrome	C536189
Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip-Palate Syndrome 3	C565799
Foot Deformities, Congenital	D005532
Fundus Dystrophy, Pseudoinflammatory, Of Sorsby	C564992
Hay-Wells syndrome	C535847
Limb-mammary syndrome	C535903
Propping Zerres syndrome	C538052
Rapp-Hodgkin syndrome	C535289
Rhabdomyosarcoma, Alveolar	D018232
Schistosomiasis	D012552
Split-Hand-Foot Malformation 4	C565344
Stomach Diseases	D013272
Sweat Gland Neoplasms	D013544
Urinary Bladder Diseases	D001745
Activated Protein C Resistance	D020016
Adenocarcinoma, Follicular	D018263
Airway Obstruction	D000402
Anauxetic dysplasia	C538256
Brugada Syndrome 4	C567508
Cartilage-hair hypoplasia	C535916
Chromosome Aberrations	D002869
Cleidocranial Dysplasia	D002973
Erythrocytosis, Familial, 4	C567086
Fibroadenoma	D018226
Hypothyroidism	D007037
Insulin-Like Growth Factor I, Resistance To	C564816
Linitis Plastica	D008039
Lithiasis	D020347
Metaphyseal Dysplasia with Maxillary Hypoplasia and Brachydactyly	C563586
Metaphyseal Dysplasia without Hypotrichosis	C563574
Neoplasms, Second Primary	D016609
Phyllodes Tumor	D003557
Progesterone Resistance	C564871
Purpura, Thrombocytopenic, Idiopathic	D016553
Purpura, Thrombotic Thrombocytopenic	D011697
Sciatic Neuropathy	D020426
Spondylarthritis	D025241
Stomatognathic System Abnormalities	D018640
Thyroid Hormone Resistance, Generalized, Autosomal Dominant	C567934
Thyroid Hormone Resistance, Generalized, Autosomal Recessive	C567936
Thyroid Hormone Resistance, Selective Pituitary	C564154
Thyroid Hormone Resistance Syndrome	D018382
Drug Hypersensitivity Syndrome	D063926
Hypokinesia	D018476
Apparent mineralocorticoid excess	C537422
Cortisone reductase deficiency	C536447
Mineralocorticoid Excess Syndrome, Apparent	D043204
Obesity, Abdominal	D056128
Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia	C564330
Alzheimer disease type 2	C536595
Alzheimer disease type 4	C536596
Avoidant Restrictive Food Intake Disorder	D000080146
Carotid Stenosis	D016893
Hyperlipoproteinemia Type II	D006938
Hyperlipoproteinemia Type III	D006952
Lipoprotein Glomerulopathy	C567089
Macular Degeneration, Age-Related, 1	C566411
Mercury Poisoning	D008630
Multiple Sclerosis, Relapsing-Remitting	D020529
Neurobehavioral Manifestations	D019954
Sea-Blue Histiocyte Syndrome	D012618
Abruptio Placentae	D000037
Coronary Vasospasm	D003329
Hypertension, Pregnancy-Induced	D046110
Hypertension, Renovascular	D006978
Intestinal Perforation	D007416
Pemphigoid, Benign Mucous Membrane	D010390
Teratozoospermia	D000072660
Ventricular Premature Complexes	D018879
Sexual Dysfunction, Physiological	D012735
Spondylitis, Ankylosing	D013167
Albinism, Oculocutaneous	D016115
Cardiac Output, Low	D002303
Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to	C564217
Hyperthermia	D000084462
Migraine without Aura	D020326
Oculocutaneous albinism type 1	C537728
Oculocutaneous albinism type 1B	C537729
Pulmonary edema of mountaineers	C535833
Alexander Disease	D038261
Anorexia Nervosa	D000856
Anterior Cruciate Ligament Injuries	D000070598
Aortic Aneurysm, Familial Thoracic 6	C567085
Dermatitis, Occupational	D009783
Disseminated Intravascular Coagulation	D004211
Ectodermal dysplasia, hypohidrotic, with immune deficiency	C536181
Enterocolitis	D004760
Extravasation of Diagnostic and Therapeutic Materials	D005119
Forney Robinson Pascoe syndrome	C537269
Frontometaphyseal dysplasia	C538064
Hair Diseases	D006201
Hallucinations	D006212
Hemangioma, capillary infantile	C535860
Hepatitis B, Chronic	D019694
Hepatitis C, Chronic	D019698
Hyperargininemia	D020162
Hypersensitivity, Immediate	D006969
Hypoprothrombinemias	D007020
Ileitis	D007079
Immune System Diseases	D007154
Incontinentia Pigmenti	D007184
Invasive Pneumococcal Disease, Recurrent Isolated, 2	C564468
Irritable Bowel Syndrome	D043183
Ketosis	D007662
Mandibular Diseases	D008336
Marijuana Use	D000074609
Maxillary Diseases	D008439
Mesenteric Ischemia	D065666
Myeloperoxidase Deficiency	C562864
Neuromuscular Manifestations	D020879
Nose Neoplasms	D009669
Obsessive-Compulsive Disorder	D009771
Osteolysis hereditary multicentric	C536051
Osteonecrosis	D010020
Prostatitis	D011472
Reflex, Abnormal	D012021
Respiratory Sounds	D012135
Rickettsia Infections	D012282
Scleroderma, Systemic	D012595
Sinus Thrombosis, Intracranial	D012851
Skin Diseases, Vascular	D017445
Spina Bifida Cystica	D016137
Stress Disorders, Post-Traumatic	D013313
Thrombophilia	D019851
Tick-Borne Diseases	D017282
Tuberculosis, Bovine	D014380
Osteopetrosis with renal tubular acidosis	C536058
Atypical Hemolytic Uremic Syndrome	D065766
Complement Component 3 Deficiency, Autosomal Recessive	C565169
Macular Degeneration, Age-Related, 9	C566958
Pemphigus	D010392
Phosphoenolpyruvate carboxykinase deficiency	C536654
Carcinoma, Medullary	D018276
Osteoarthropathy, Primary Hypertrophic	D010004
Alkalosis	D000471
Cardiomyopathy, Alcoholic	D002310
Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency	C535978
Drug Overdose	D062787
Glucocorticoid-Remediable Aldosteronism	C563177
Hyperaldosteronism	D006929
Hypertension, Renal	D006977
Retinopathy of Prematurity	D012178
Vascular Remodeling	D066253
Autoimmune Lymphoproliferative Syndrome, Type IIA	C565833
Carcinoma, Ehrlich Tumor	D002286
Sarcoma 180	D012510
Atrial Fibrillation, Familial, 6	C567400
Atrial Standstill	C563984
Coronary Stenosis	D023921
Diabetes Mellitus, Insulin-Dependent, 2	C565100
Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans	C562710
Diabetic Ketoacidosis	D016883
Donohue Syndrome	D056731
Ductus Arteriosus, Patent	D004374
Hypercapnia	D006935
Hyperinsulinemic Hypoglycemia, Familial, 5	C566494
Hyperproinsulinemia	C562776
Kidney Diseases, Cystic	D052177
MPTP Poisoning	D020267
Neurocognitive Disorders	D019965
Panic Disorder	D016584
Paresthesia	D010292
Telomeric 22q13 Monosomy Syndrome	C536801
Urination Disorders	D014555
Ventricular Outflow Obstruction	D014694
Hyperphagia	D006963
Feeding and Eating Disorders	D001068
Acromegaly	D000172
Acth-Independent Macronodular Adrenal Hyperplasia	C565662
Addison Disease	D000224
Agenesis of Corpus Callosum	D061085
Ameloblastoma	D000564
Amyloidosis, Familial	D028226
Atrioventricular Block	D054537
Bare lymphocyte syndrome 2	C537079
Basal Cell Nevus Syndrome	D001478
Blast Crisis	D001752
Bleeding Disorder due to Defective Thromboxane A2 Receptor	C566055
Blood Platelet Disorders	D001791
Brachydactyly	D059327
Brachydactyly type A2	C537089
Brachydactyly type C	C537093
Brain Diseases, Metabolic, Inborn	D020739
Brugada Syndrome 3	C567509
Cafe-au-Lait Spots	D019080
Caudal Duplication Anomaly	C564315
Chondrodysplasia, Grebe type	C537915
Congenital central hypoventilation syndrome	C536209
Conjunctival Diseases	D003229
Craniopharyngioma	D003397
Crigler-Najjar Syndrome	D003414
Crigler Najjar syndrome, type 2	C536213
Deafness, Autosomal Recessive 77	C567543
Double Outlet Right Ventricle	D004310
Elliptocytosis 1	C567520
Epilepsies, Myoclonic	D004831
Epilepsy, Absence	D004832
Episodic Ataxia, Type 2	C535506
Erythrocytosis, Familial, 2	C563918
Exanthema	D005076
Facial Dysmorphism with Multiple Malformations	C565579
Failure to Thrive	D005183
Familial medullary thyroid carcinoma	C536911
Familial schizencephaly	C538514
Femoral Fractures	D005264
Fetal Death	D005313
Fibrous Dysplasia, Polyostotic	D005359
Fibular hypoplasia and complex brachydactyly	C537931
Fractures, Bone	D050723
Fumaric aciduria	C538191
Gallstones	D042882
Gastrointestinal Diseases	D005767
Gaze Palsy, Familial Horizontal, with Progressive Scoliosis	C564593
Ghosal Hematodiaphyseal Dysplasia	C565551
Gilbert Disease	D005878
Glutamine deficiency, congenital	C536832
Growth Hormone-Secreting Pituitary Adenoma	D049912
Heart Septal Defects, Ventricular	D006345
Hemiplegic migraine, familial type 1	C536890
Hemorrhagic Disorders	D006474
Hereditary leiomyomatosis and renal cell cancer	C535516
Hereditary Sensory and Autonomic Neuropathies	D009477
Hirschsprung Disease	D006627
Holoprosencephaly	D016142
Holoprosencephaly 3	C564181
Holoprosencephaly 9	C563659
Hyperbilirubinemia, Transient Familial Neonatal	C562692
Hypereosinophilic Syndrome	D017681
Hypocalciuric hypercalcemia, familial, type 2	C537146
Hypoxia, Brain	D002534
Intracranial Thrombosis	D020767
Kernicterus	D007647
Klippel-Feil Syndrome	D007714
Klippel Feil syndrome dominant type	C536887
Knobloch syndrome	C537209
Lethal Congenital Contractural Syndrome 3	C566961
Lissencephaly	D054082
Malignant Hyperthermia	D008305
Malignant hyperthermia susceptibility type 1	C535694
Mandibular Neoplasms	D008339
Maturity-Onset Diabetes of the Young, Type 8, with Exocrine Dysfunction	C565225
